sim_nr,ψ_E,μ1,κ_upper,λ,ω,ϵ,α_cp,p_f,prog
1200,0.023698715474999424,0.4767295778390675,0.008223948008219446,0.8871417291842963,0.807082071141447,0.008197014766334169,0.914529010427819,0.989095281395121,-0.48002365325456386
1201,0.08894341308140773,0.4176682227185125,0.0034553613242413288,0.7744252655463958,0.8278179777222707,0.0750323118776291,0.636882641432627,0.05452488383556849,0.7195199409393471
1202,0.07414227156296871,0.39692616678009424,8.680653592783822e-5,0.27365993494993307,0.989615350463966,0.07415122714826411,0.9694692385370977,0.18293928565034887,0.6755874868938252
1203,0.025745069548595956,0.05545529948803793,0.009448653524811723,0.3225223770545713,0.39412476324909007,0.05248756778492997,0.8858251973106719,0.8989758917378038,-0.9081796864905163
1204,0.0027743337094486417,0.050873227123069895,0.009560168681794741,0.9006082004872846,0.9546844592503375,0.012515932714526945,0.7198731169648047,0.6115891386442475,-0.9187533103899423
1205,0.024634103156391925,0.2161575615924015,0.0036436502258952327,0.168314306251719,0.6839461378664836,0.028553508279319986,0.8910079677111395,0.9557500395956661,0.46152227355114084
1206,0.07847697814589398,0.10039662537806118,0.004959612927266683,0.5922916093219329,0.09161443222246748,0.06634123724072082,0.9691171884293526,0.09033554131428129,0.7031506848883708
1207,0.005150834817432903,0.13816015317063057,0.006313897543189834,0.28194202375523647,0.44961643720995276,0.07694756026365995,0.6810195073970082,0.7272434793305097,0.10078392053766061
1208,0.08557772193243185,0.40808710165758744,0.005100030314596385,0.6230832730363232,0.9899798871524479,0.05446990372502905,0.7968343878424946,0.03700682375724019,0.5433664782735319
1209,0.09618549928258845,0.39288188610496905,0.0025696489688950626,0.2565313802666229,0.05313491492280467,0.09807321702469975,0.600215227857935,0.5104037925332813,0.8046240025840827
1210,0.02842829267097525,0.40311054383239087,0.007826918359496563,0.895770347612559,0.0842246683106089,0.015092890131642304,0.6340652479558109,0.45396857990939,-0.569307265506297
1211,0.08531763880223048,0.4246445171896273,0.009171837655528729,0.5134526390047143,0.0750988714284811,0.008241297532261656,0.8168634833689845,0.1835709333101207,0.4810763905327693
1212,0.01723824158094146,0.24288862115673807,0.008508985473390476,0.23285663920747726,0.2791410743220677,0.07546521913488408,0.6563938394250002,0.9299518917428731,0.4653250236083115
1213,0.03494044050111358,0.10508652411870727,0.005714451423991544,0.06020634102653005,0.5299218213686073,0.02743333617341734,0.9496864064930644,0.2955154557060272,-0.25694437407949144
1214,0.004412260000158124,0.42373388932782086,0.004933426241159197,0.20469174624712402,0.2485711382251032,0.021775957050183946,0.6942032093358002,0.6822944900225776,0.7515004000721952
1215,0.05505537677126761,0.24692322835510472,0.0009563889853893339,0.2851225775507207,0.6402337002619243,0.036095339657192464,0.6792493159970177,0.3027682628350403,0.4917767733237439
1216,0.04855299867706914,0.4848077588414649,0.004686339610657036,0.30276700789843775,0.9148715127344461,0.023407637440324824,0.9977245161690469,0.7801092075982805,-0.0006387148250616148
1217,0.08508782522433743,0.3575473514902984,0.0007571618146005681,0.3198962441713293,0.18966803420110298,0.017858090299881568,0.9828128732717566,0.5530842282235117,-0.7556122752968696
1218,0.009091395473156426,0.3997544883584435,0.006594163739365721,0.0024501915574827817,0.5331392278072958,0.05107698482210321,0.8068620474186112,0.7919482155510158,0.5955969090969904
1219,0.07646248651590434,0.13359190589417289,0.005565396820113239,0.4390425419522714,0.6554010262590264,0.038022615311520194,0.9963042812487417,0.9033521908310528,0.6231861819789797
1220,0.01187578581700665,0.33798833622920293,0.008021939592607254,0.24070126736364442,0.8752533638715992,0.06340152520193443,0.828814577513779,0.1790480924213852,-0.6932010145822911
1221,0.06554200465113452,0.14958129369066214,0.0047635635610643046,0.3682342286022612,0.13667979352069548,0.013671208719461243,0.6576387686924763,0.6037105505903874,0.09566312932677157
1222,0.024210446560943538,0.19636925058452193,0.008818116985455239,0.993676241000142,0.5596395300574677,0.07159043763050206,0.944132633597397,0.17793926630854145,-0.18860302796153183
1223,0.07015940614090357,0.16761622940915474,0.0019101448882370626,0.3308118727563453,0.14633359715090208,0.060871369563901094,0.9267178265053415,0.7656583300318075,0.6725472071577847
1224,0.039607444605211546,0.2529897548841243,0.004820173732235826,0.0028193065975204404,0.19808660553828122,0.0818756970096714,0.9001785462390144,0.6280313947314737,-0.31246555014639144
1225,0.02918719133498379,0.023750713329191955,0.004667720716882166,0.976755163029172,0.7605244000605025,0.01935863227866221,0.8759171525785194,0.643679376078566,-0.6335949655676663
1226,0.011217513735634633,0.21555796436397406,0.008647836826571602,0.28283268972234354,0.5555164919618758,0.019104410574069985,0.9403496906785822,0.3562090442886452,0.8840827963800442
1227,0.07709175067909452,0.034804476483350104,0.006436652461389132,0.6733952471729374,0.03188470762248686,0.04050554495073613,0.8748672642169264,0.7989832668457636,-0.612454020420935
1228,0.0015444054936108766,0.13222935106542105,0.003589522084743648,0.2506380598148251,0.9222562345002123,0.09306379134542438,0.7911511137572019,0.4884261312844207,-0.3387804678333842
1229,0.026251660659513468,0.11081260671486266,0.005253275260459536,0.7298628728284233,0.592630948112176,0.029085449723419143,0.8003563650604821,0.8301757157188046,-0.027810587632543626
1230,0.06373136248684771,0.03172803983563492,0.0038483967943363337,0.8731271935649284,0.26170576532905954,0.004541256864760378,0.9113096200882368,0.27169982377159324,0.8187116850474205
1231,0.06699331001637375,0.3711656778075238,0.00529539445913742,0.5180112406114987,0.41335628931013957,0.016248377006251532,0.7266047007393632,0.37120110380509214,0.575750786084984
1232,0.03797433642317533,0.18244559043529637,0.00039773467206255124,0.14023261472186666,0.7325115183739754,0.08289323249529892,0.7268839671644187,0.9716788384172406,-0.8610952594531154
1233,7.803499042135466e-5,0.45953149626359197,0.005664449605386679,0.628846144730099,0.79303524632985,0.018460804842156568,0.6444310107962566,0.7608310663418216,-0.9576213132910336
1234,0.043159187255280757,0.010393920919616405,0.006760633893912903,0.7195224999847167,0.29518652496384196,0.04151983953906547,0.9450361117552442,0.8720163032206137,0.37528361276788424
1235,0.04146254129010539,0.4085012477621173,0.009812356244513529,0.17923501832290525,0.5770911530544879,0.0912965226617327,0.9530996206262885,0.2659770703323019,-0.28265605471109834
1236,0.07349587572715455,0.049431738138661745,0.006894187213625185,0.36598190314636664,0.24228818280002068,0.02737818367754489,0.9346041011886781,0.17242170276303634,-0.9599697139282127
1237,0.05296285846311523,0.09974328830565653,0.006800359474767055,0.7588953766714446,0.8492545592853277,0.02021790753463515,0.7104877909060108,0.8527166623806631,0.29253570959478603
1238,0.04117788665378284,0.4995014983316735,0.0027914491858106022,0.5421792059745633,0.7614649596729662,0.05330678969806818,0.9396886577679908,0.11168187753674681,-0.9084286629045252
1239,0.07996425136657244,0.40416480220560547,5.3553917367506016e-5,0.6216101666758881,0.6793076382764587,0.010067544790812283,0.7890456622862203,0.8450301046483181,0.7537406316009698
1240,0.014645521796075001,0.36446679667375614,0.00750965482812765,0.09262894158873516,0.7519492714110104,0.0284365445641096,0.8389014440469429,0.7393818175387754,0.4687678621076883
1241,0.08800161718068676,0.0673299613693961,0.002362001059100327,0.4342985035889759,0.7070833749367538,0.08027488518487366,0.7215320630607802,0.04709979431243427,-0.7712160959169447
1242,0.06921249627947235,0.258336999774241,0.0059846475172510155,0.11750674173017141,0.8500549754869366,0.04184143855866583,0.8024806526170123,0.13230434163680926,-0.8221515026588906
1243,0.019459054318948538,0.17450729211940635,0.002194422702535069,0.1505643831896874,0.734642079988165,0.05382735196442578,0.688382443747365,0.4123548724047724,-0.2767387197820417
1244,0.010025538395561433,0.21165192261506144,0.008813483684575626,0.05679637167596596,0.19882732951850016,0.07761077726612603,0.6176619538152216,0.44341175964891405,-0.010846923519822083
1245,0.07165785323926419,0.2082962442061685,0.009861810685948255,0.7660503791243661,0.8697279374012677,0.07786335666415516,0.9733887137822961,0.4176097382785758,-0.07235217512084857
1246,0.01908560339864551,0.34780572555582956,0.0005703744860127256,0.6271310957277624,0.39605225562701235,0.07350366458441053,0.8772311306571635,0.4740602501776954,0.7438019681841752
1247,0.008770989103276488,0.17806455642966398,0.00261913531575333,0.945925849065794,0.8663780515790515,0.09988815342004757,0.6796211272674675,0.6224474245942311,-0.8059747746462335
1248,0.04355152724211167,0.49094535500798764,0.003584050032945889,0.2381334097674971,0.902612528729757,0.016526190477899334,0.8229131419066127,0.8595104380159679,0.506527273899265
1249,0.0816515829818157,0.2778570643671833,0.007875918249653157,0.46583837220812707,0.6239581314787548,0.07715505624692502,0.6084643582126396,0.8490474790506474,0.9482029365563811
1250,0.0022424008675565954,0.058775449187762244,0.008405266652147038,0.4059536683378908,0.47182315361513094,0.00014166522173328797,0.6441326664243654,0.23997070320794883,0.5519311765957031
1251,0.031555068154867215,0.2538885650941171,0.003617398273442466,0.5781069217937536,0.5700725305675665,0.05818650345580826,0.9519435083022176,0.06832880964655623,0.6189947367455368
1252,0.09983976799904534,0.38811740923020566,0.009362224738260495,0.48743205739413464,0.21818653090959178,0.019992516388722695,0.6349834812677617,0.39419656629073874,-0.09392235474327226
1253,0.07593970607434344,0.1089109128835554,0.006981941219779042,0.15453955220425364,0.8316138680441588,0.08884128649926853,0.6167078852644642,0.5555785154339103,0.9026401679753617
1254,0.007821355276492215,0.11172240601047692,0.002075879061200964,0.02837536585457658,0.9691827234898511,0.06271625271384136,0.7519349924662218,0.7386200679631372,0.9640901343383743
1255,0.02909422716239514,0.4838475591248329,0.007962377182707581,0.4203390317663485,0.23482007484581333,0.06835260026096425,0.8050802710834013,0.0416789108316412,-0.25542557167551283
1256,0.030815489005245868,0.2480393504393281,0.004417865017256359,0.8725980067892397,0.7349739659793298,0.03756907959457396,0.7436692255112414,0.8928737214134291,-0.7838300683829675
1257,0.036402194393585274,0.10255966972927553,0.008988264422630768,0.4194610695973346,0.6619140916880123,0.07875932993004776,0.8313072518405942,0.4286712800213166,0.4508704294767196
1258,0.0984993734622735,0.451973369128614,0.003555261295835655,0.5152597963270142,0.7126061799412037,0.06610317704245254,0.8352996065977794,0.24596908873396556,-0.10322930532793151
1259,0.08385949038418547,0.1430840055216409,0.00031360180277353373,0.26498996089014043,0.3355969605703262,0.016453135108889436,0.6956745454157949,0.49372597933225737,0.724424630676697
1260,0.02070497274911988,0.04237808798217367,0.005194516279100487,0.6629842938113588,0.8805330355282706,0.007990101577635083,0.77574253201908,0.9580187709047252,-0.9729008632516668
1261,0.0876153876889979,0.10598708332624576,0.008892036962501005,0.8239751421804815,0.49524662547949744,0.07655462418674219,0.8425888185204389,0.7518174493635169,0.4245525042041265
1262,0.06299285283957799,0.1835689047739299,0.008326812716861458,0.8710895461565142,0.5026750075390989,0.013595718581740976,0.6679546610741692,0.09543939954189389,0.28095499963347903
1263,0.05460214885643142,0.3132805798051626,0.0001634605396259878,0.7962034253154089,0.7891590550402735,0.02386104743198818,0.7873398081110028,0.6479901031445854,-0.7684719763119991
1264,0.08017303127471402,0.13959791386008932,0.00522408580512573,0.580234523666262,0.5202332191003356,0.09544706969375764,0.8224922134016065,0.24799573464514713,-0.8177917557817966
1265,0.003836333256932825,0.3516813853182368,0.008854923985929823,0.14929019456830028,0.38197849629105757,0.028093286286620184,0.6325590249066885,0.039998264025686715,0.07327791567953468
1266,0.041046312701888334,0.33848973975464053,0.0024654513175639547,0.0847338434668235,0.8290104831184659,0.053124500040768775,0.8622980272975638,0.24417481877827307,-0.4671080875383543
1267,0.027002599245455373,0.1968855544773237,0.0007086758068493406,0.7619298041487799,0.22052766236842894,0.00664326418471478,0.9851521017361885,0.6811973557732658,-0.43357731623684004
1268,0.07051425155124107,0.27236770785434933,0.002301500661092619,0.4253442154565826,0.15908230962943004,0.06993999185186293,0.7371417730499246,0.2607570910144086,0.3991881290200203
1269,0.07512818259145071,0.16622396853659044,0.005657329681367892,0.8457024244952868,0.9394937525197833,0.03101831796331227,0.8543355972468644,0.6857253234241447,-0.7057785068433187
1270,0.05084392726629553,0.28429132616361963,0.00474912289125736,0.14245800329376992,0.4467337929412987,0.08672735872923742,0.6057843465587687,0.22716789351124822,-0.4289208691122677
1271,0.05900633607219844,0.07935153133925192,0.009777772195963189,0.04934222151517974,0.4523759946012042,0.04709115364264061,0.7874844884276486,0.1108953984686082,0.7616848536198313
1272,0.029903654874418678,0.4359250783972175,0.0007799772210341052,0.4139624419374845,0.006851469558290822,0.07849666973944996,0.9643354933266193,0.08844493869670468,-0.9392837362805668
1273,0.0058767691407249556,0.04973504123497682,0.0026424306382075726,0.39910705735604945,0.05133220975958433,0.037000855027330096,0.718928637895298,0.3277622135579418,0.053274393555291066
1274,0.00708266743002018,0.20177984271472463,0.00635768976850725,0.12812224455517882,0.7168714506096571,0.06743743652715918,0.8473034886485205,0.48142532139051647,0.9113645327388031
1275,0.03857762507418289,0.22870300730230314,0.00028862203045958395,0.4482439418997351,0.7784549337289451,0.03528824354258291,0.8639069382958586,0.5003572674624623,0.7334825378816132
1276,0.0679782823162943,0.4153265086486096,0.0004737640583617484,0.6750304558112825,0.7681730506173495,0.09421028105735788,0.6282093432206514,0.22262312133300444,-0.17114276927311478
1277,0.021263409140108068,0.08819737097373835,0.009208868222145788,0.5793662107874104,0.6853574909050947,0.06286139380700982,0.8449439102327758,0.143089639323199,-0.6298520969317127
1278,0.020505631482318612,0.41821310285007235,0.004406128578310575,0.39611513950531463,0.4734546738438473,0.07763762144484528,0.808238927565136,0.7830178941269187,-0.06908948104433144
1279,0.09361115513006325,0.10975719815397121,0.007852174093020253,0.7494001852078166,0.17885956712386636,0.06498895566334438,0.7275299157134619,0.01059941255997998,0.443440218099743
1280,0.024525087286706528,0.21411101892572623,0.006142862831550986,0.6185595384682236,0.8120401935883094,0.07498232709246293,0.9904727605431499,0.9830006808078141,0.8299532663369589
1281,0.04919530183292021,0.3115780937566077,0.005553820484666192,0.09651529067339491,0.6344015895393414,0.08441513446650603,0.7810216521822511,0.6185962459021049,0.9499151824307968
1282,0.012035115255287386,0.4514523997851673,0.006489473732259743,0.1639212882934853,0.20716708268310566,0.08954864088432044,0.9183401782143392,0.7289888478323653,0.8383729567959859
1283,0.023559574962070864,0.20603696450099823,0.004259151321694807,0.6486573050873417,0.07432802226349558,0.08339515499279614,0.6727367184399173,0.11639293087984755,-0.6146745407226131
1284,0.05753511775642838,0.008998372355592078,0.005478580745213255,0.048299656047863314,0.818353758756986,0.05801736103370508,0.6753536842226586,0.5754652481248472,0.5454541982445047
1285,0.05943418829104913,0.31435785489500184,0.002473053348562233,0.5512688813925816,0.4601701107357788,0.07073549479205686,0.7134820761786226,0.03042686136623139,-0.2420635363440179
1286,0.04589689877852274,0.19112871650275645,0.001143722048697375,0.46950142182413374,0.5436036737439848,0.004680379496470476,0.7599643099610294,0.09087737454062758,0.8339860459000121
1287,0.08191344788610111,0.23705276981752652,0.008292570149074637,0.14817080176250125,0.3288467918340396,0.05624535786015525,0.9413670175565275,0.7355486072338102,0.3740697929059005
1288,0.04758705234361112,0.037078353383477695,0.006830271129851893,0.8603269592180861,0.12438635567581068,0.04259810769450442,0.7897377064729549,0.1259076149276101,0.2565626645755461
1289,0.07003131099647897,0.282480826228203,0.0050271336870058156,0.2538417781153697,0.9483859111298456,0.02365962205600497,0.776473826961356,0.3473311445945303,0.29694998650067905
1290,0.04913552253058384,0.29264787644215984,0.007640880370703322,0.11192803432748523,0.349117968138181,0.08394907998227805,0.7768535972366318,0.8238123887330062,-0.42662559638454634
1291,0.006452123808619124,0.2832911173222571,0.009131542750841234,0.8746847839392624,0.9471218216566726,0.05118692597476182,0.6061572822171172,0.09710146893962476,0.41775612196613743
1292,0.05176165744496042,0.4288933248421087,0.008452267217620836,0.1165037805563002,0.6364363135362673,0.01723667241326202,0.723282188911191,0.7318123945031262,-0.4150957249867421
1293,0.06693159938833307,0.21229170781152323,0.0036687070865568665,0.7998654858802762,0.37130215516805215,0.07464870400662063,0.8838418579683803,0.6987557044341277,0.31717644227494834
1294,0.03978461840714845,0.4038691976019095,0.00615896821874746,0.93831042834847,0.942150262493693,0.02082364977264807,0.8915299035135001,0.8634079760757706,0.11585496438317788
1295,0.08057987460709157,0.4142262915808659,0.0055663984660018866,0.08660007970035823,0.5483774135780889,0.08936356252971984,0.793660006160941,0.5772296608629117,0.04404287226857995
1296,0.04137529499536644,0.03620473285219039,0.00676986276966366,0.0005343773907774076,0.7401756045405815,0.0004285073829340675,0.8316369288256198,0.35843226428387126,-0.8476014947116591
1297,0.0012410824613699066,0.4967103166701309,0.00260478056443679,0.8797619327803593,0.4508391371923285,0.0169753750060629,0.6946983818779926,0.14590415431629278,-0.45435947242563346
1298,0.006097457340862121,0.18984480347271565,0.008909001216480235,0.20826349756558324,0.9066169158984494,0.02129404471077284,0.8943956021921147,0.9354945796616713,0.4418776586754316
1299,0.04251662017623964,0.09773338072391825,0.00757380820879806,0.9803886094999883,0.2679941056954134,0.017105817233248968,0.9994229343424701,0.04357988683073464,0.9698561595493902
1300,0.0456985957631848,0.04400539888315853,0.0004091240007010365,0.7571670089904735,0.10255585116290299,0.02049927416539724,0.7738790422692827,0.35298430101323147,0.276158583625582
1301,0.042562611103041936,0.4564304466691669,0.00029998012728983014,0.8981652848117303,0.562791426473357,0.08856778213897977,0.6014109756790885,0.8319277377471991,0.4014875564715257
1302,0.06410956687377688,0.12795880713658897,0.007745780483006269,0.6133999417784239,0.22759494287751308,0.02968954730104681,0.6612692881823331,0.06447700150275773,0.24576768161678775
1303,0.09093080407900059,0.24610437259635862,0.00022784304236362016,0.706475127438962,0.6081424315956943,0.012801038631108244,0.9489173003506703,0.07334796871386319,0.0976727811147926
1304,0.05102738694744888,0.17801987382567488,0.0008007147621414708,0.20713052915329586,0.15591770708939262,0.06658246185999221,0.7344553407752751,0.33651960087720373,-0.4953857406689929
1305,0.05569297351314295,0.45017187888039617,0.004335667783932853,0.9582014532551181,0.8019665452426348,0.09389174980846728,0.6704675712307793,0.8745256666047394,-0.8078135029474026
1306,0.09252209557408132,0.247614048090983,0.0037076179910291015,0.18149658607151206,0.04335218467147647,0.0668220863059765,0.9535198530227266,0.7618900802147016,-0.5276588678537768
1307,0.08289461552235522,0.11978375586085281,0.0038700148541605055,0.3337065699966809,0.5130934835124149,0.09814695963311008,0.6667584843510227,0.7972025060391844,0.8996613924664125
1308,0.08590716835517041,0.15478644117825263,0.005922238408703962,0.6942529348138458,0.9286071121890092,0.03593391811771061,0.6733911889352385,0.3789557261064958,0.9164458400488582
1309,0.07118089295071821,0.0543324894734449,0.005732083683633531,0.3250592112166367,0.17262520753722832,0.08562671566732662,0.8845583890565605,0.5317616284936127,-0.030052994407644196
1310,0.04331259535206019,0.2919922974621404,0.003926242133224036,0.4690780981253004,0.47932272145523447,0.0831671163466297,0.9811373563036518,0.04915544187421959,-0.4893445860968638
1311,0.08828338155675447,0.21461246964286532,0.00541017825952356,0.8082278416285701,0.564137213560296,0.08721897613365648,0.9698098538136453,0.22531124043843215,0.8307174972017484
1312,0.0888432766258712,0.11524878842794346,0.002410401933341149,0.2236029427058016,0.8098539617898214,0.09195225530318271,0.6159729035794123,0.6042927386278386,-0.5711743578900464
1313,0.056746871093662526,0.2179206392846547,0.0016515781114657853,0.9800364722188546,0.5286347792876153,0.0021832451188461425,0.9895125495266051,0.19585777613614658,-0.513902276075908
1314,0.02321062532211232,0.17652953776725405,0.002375337974137964,0.3377028197373272,0.04205484033099321,0.002037779698161386,0.9099537512912018,0.5440511383207818,0.7211698980792951
1315,0.017702582114552997,0.47077230212115884,0.0028002878355302485,0.21779140857895077,0.3467815751144265,0.05830835245489442,0.652524171081667,0.6407726895972422,-0.1655260130499021
1316,0.07496768792565392,0.2244270858342499,0.006239607761059419,0.6920370169010249,0.9884616201142074,0.07950001587981367,0.6641063594525429,0.8711452038865675,0.8630473848428784
1317,0.038507457945821416,0.13548236105952427,0.0033729424330855053,0.5530939865569398,0.6980169078222445,0.03075817940796748,0.8525046879268179,0.9870518425498095,-0.7729891038148039
1318,0.039501096153218604,0.4784039243136365,0.008030988712953255,0.9329474763531058,0.3068286914157028,0.011487031533791436,0.6834392724699297,0.5642070239853076,-0.018793906029177077
1319,0.09351822666567633,0.3349351798104955,0.0011316205909818072,0.7799828701236323,0.46814883778879657,0.0756286136147929,0.81899625694573,0.0079502834893654,0.10178249866038769
1320,0.04955304212107222,0.0008552549503118488,0.007078255079910802,0.12681590324503111,0.12954985185543735,0.07730293283804149,0.6977001123980495,0.13332737455755753,-0.21173421623484312
1321,0.02792449774831396,0.12974232798387642,0.005876832613240766,0.11104350530056516,0.8386949053272154,0.03316021473769896,0.6895698830558927,0.3889759649834367,-0.6163977328765967
