sim_nr,κ_upper,ω,ϵ,α_cp,p_f,prog
122,0.008881566643742454,0.0065489711639432615,0.06569007547603556,0.8935627934650703,0.0896881062425089,-0.46781085063527894
123,0.02581017584117204,0.2777827730229199,0.053021503852132085,0.61807709438575,0.37515844296219664,-0.48188750745662823
124,0.039185428540546484,0.52852701709047,0.06269665650732469,0.9736537982532492,0.1722274605159185,-0.5098073211565317
125,0.02414751573959633,0.8603743939942433,0.09802967591289619,0.4722748752933569,0.7309054704463549,0.5811848200419398
126,0.001698757007897359,0.9982264768960207,0.013324001434043423,0.6719552057903593,0.13864518114870408,-0.23948005799654426
127,0.005718340910882518,0.8430361056140164,0.08995445157813729,0.7012117026469408,0.2420318840447608,-0.12260295703708612
128,0.036987237196233605,0.2790222896882624,0.009724343136980803,0.9476619229671281,0.8491915138564297,0.5163818895785748
129,0.04670451912638908,0.16894676236699935,0.04754379587757143,0.7747216163265622,0.0990013768037065,-0.5471694996506522
130,0.04753007072071764,0.37505854867385363,0.035599576121928676,0.9771136311029192,0.7960462663343445,-0.7132731603714353
131,0.0474916001227576,0.849757093591119,0.07750230478602495,0.8395375637858495,0.5388901109069507,0.2505837517585763
132,0.016628625514533417,0.05093859206194998,0.03348261287160857,0.7860833803289454,0.2845233548201094,0.8437427192359694
133,0.01805825597143521,0.5703321768625429,0.060315224755838226,0.48322611298635365,0.2744036894921082,0.8300551186015757
134,0.015137876168942,0.7231765102982718,0.08132554317609389,0.8753663697480523,0.37846340221686325,-0.5884102395679078
135,0.022009123301876737,0.529641408775675,0.011846070642864304,0.7672915002393427,0.6262350113088122,0.10091524062875035
136,0.0011185525449158003,0.11608327190548338,0.021710563809905298,0.9493436697158869,0.3726600581499229,-0.8807376803445561
137,0.04391802362386828,0.9829416166584728,0.08339954435632137,0.992002210172703,0.9698043323905701,-0.7332768947005522
138,0.020269201528687924,0.975914887257382,0.00631457517030962,0.7761799797156466,0.9149937580075024,-0.4436375068775239
139,0.0062832693538247,0.7146703821721173,0.03509115169302143,0.48662483182597355,0.6530942544221348,0.9357890780707494
140,0.038322736214284704,0.40552182355797406,0.0753485422640644,0.9142015372948011,0.5900062112794346,-0.8504783440045363
141,0.04113096056754422,0.5009953249757908,0.02009679330800873,0.4016457488904517,0.3813900298828064,-0.7632202744582366
142,0.0210039758999344,0.15178569511040665,0.02644577133732583,0.7062671216907033,0.4727025133389382,0.15673204205030156
143,0.028436005596669835,0.7761499796432958,0.022793023421902654,0.5498960914760542,0.842588533732038,-0.6004927036201652
144,0.03353180840827576,0.44683762439996483,0.08533664037393138,0.5360677847900202,0.5029046622402088,-0.6479280928133088
145,0.04057492979495024,0.036485121168491896,0.0588593050572615,0.8600224559247878,0.7022214436504473,0.12750489927759334
146,0.039885636220518994,0.6726161719995615,0.04250591253335936,0.7883453899077781,0.4210327146388081,-0.8927494205263491
147,0.02921222120167128,0.38663327085096943,0.005409127163430424,0.4050420866749108,0.33186147513373554,0.13999554400311975
148,0.035553811079128854,0.3920667343983246,0.09549709725123606,0.8507041693304086,0.8225623264955874,0.678922289179666
149,0.04372447768008403,0.5572644898937448,0.045279344870927454,0.7297552384552213,0.12418475617393515,-0.9179277098823752
150,0.0239722299119893,0.4096258320965517,0.06827015702531901,0.7232867440745381,0.6807753957201972,0.3515159527757963
151,0.027586507985095262,0.2492098073241039,0.09609947022909514,0.7981965496575104,0.9307066848917095,0.9086328642011474
152,0.013913612491154395,0.830755861447116,0.033669286569711576,0.834405681210046,0.7225851591997433,0.6823084775953121
153,0.009403941224833824,0.5632578178779901,0.022235598005023074,0.7643647357062391,0.7680759369314958,0.27902866276401883
154,0.04730471062590469,0.42082118531444673,0.04989040606511483,0.5645539740217831,0.7919951944455342,-0.3923363846199954
155,0.034543565057509586,0.29439315804263,0.04711302802814426,0.7353196673611051,0.2547066155669835,0.26597412588270686
156,0.045695194426903694,0.017600316791481194,0.06379951680632025,0.49227634966230244,0.4989931472393568,0.39722623155621983
157,0.0324509475844345,0.22743291880336877,0.07584213224978442,0.8188538179939893,0.3232148753458906,0.7949996425112928
158,0.031475321737051594,0.06614469430974791,0.05072991838153849,0.9691738854827543,0.045599943766910324,0.6960357765337994
159,0.009518762414106617,0.5564714185028397,0.08025267744986467,0.4467758200563044,0.6758693059972213,0.5758555625925093
160,0.009164687976130055,0.5414560996967823,0.03590290306827967,0.7969109713317133,0.9906892152295819,-0.003648282767016675
161,0.02093023823772497,0.839884882851463,0.05605361113446705,0.9633166436814885,0.007220979656470941,-0.9282652494447372
162,0.004646922930748948,0.6255519163317301,0.07395919586265307,0.4406312153042718,0.8639577509621982,0.09883093952687094
163,0.006516189888866693,0.014724013611550305,0.0377081533594535,0.7604335494732751,0.7127241059251547,0.41298816792932747
164,0.02770266076764611,0.6862954652695373,0.08230675206642032,0.7584009483293946,0.46608070059073536,-0.39085061742780614
165,0.03387689428387091,0.19767020974966776,0.06906224591138031,0.8909765639019189,0.9209480239864865,0.5983043634438445
166,0.014679634474475579,0.9245267323493864,0.08850752440138941,0.8782052273563985,0.824584845631198,0.13143638990012296
167,0.043439101106499546,0.09216289801578952,0.05618672253202789,0.7549863223279976,0.8812585566412096,-0.8134799900166748
168,0.010354677927325789,0.5907090362193449,2.2027736297944555e-5,0.9544593980042093,0.8137527887852941,0.013571609812550012
169,0.019424288778030985,0.3652210724598876,0.03684996356156272,0.7858654674977538,0.03881010364873861,0.3843929460321742
170,0.010191480672259131,0.9841354423134446,0.06782285704210354,0.5962818026896606,0.05806259988390321,0.2711344258110946
171,0.017038114647391845,0.7232061732799849,0.09373296996327876,0.6757614375230632,0.9042826702153981,-0.4948151695823352
172,0.04620725011965501,0.46690100126875594,0.05977540202788955,0.6734514874004212,0.23473015446673468,0.46687484915962774
173,0.016233287245104446,0.36376987142582295,0.03961989558217817,0.8804348509624264,0.8189605428909551,-0.2911234553896669
174,0.04800292611417516,0.922914308260981,0.07219843496922121,0.7945604126188994,0.6068316752522122,0.5648871489406231
175,0.0002698126760412325,0.32446386239660674,0.06418158501227463,0.5957906369277726,0.9720158924820462,0.7609918591865523
176,0.018410275761231287,0.9708945421589251,0.0428114562911126,0.46286428990273415,0.9552906286232036,0.6410866172628262
177,0.026056913625335073,0.525029879694736,0.09949554978644504,0.601093567946346,0.7483758699771733,0.8160298289832284
178,0.022573903379289426,0.5187465206690747,0.01544400628760345,0.7802667052724046,0.5884084683274439,0.42197086835424247
179,0.03654079882825973,0.35801467605751947,0.014198109693597211,0.453752219966404,0.17733355026760947,-0.555506253761352
180,0.030745680814878086,0.604789221130023,0.09174922756335081,0.9068839561619656,0.30180163024249157,-0.03035536539445327
181,0.02859164807373696,0.3894764822171223,0.09935165869790497,0.9446106412664893,0.448122254378717,-0.4925809371136374
182,0.04320832910312605,0.002741789504747882,0.06215947653184303,0.8056620893288944,0.5111493858908291,-0.8368628843026735
183,0.00717840926876482,0.33905924395368886,0.09476295196127854,0.8376183159497211,0.8370856903221469,-0.46420084931256
184,0.04489536497278062,0.2958996705475502,0.08654246612877453,0.46460981761181475,0.7050680618197896,0.4415721744795782
185,0.022081323717669053,0.6268775188845663,0.09141062419552892,0.9429724116370206,0.20379060181445646,-0.9786817644194592
186,0.04294189226684871,0.7416215940714176,0.019517911600601286,0.42530285745702134,0.010135615927188658,-0.859906267714818
187,0.020488591039067847,0.37190929133826944,0.05444063077322804,0.435139427319329,0.9108785679683832,-0.009776000781603789
188,0.01271379012463623,0.6600307144335853,0.006605099313496467,0.5253685674303485,0.6828272119233189,-0.7264811404647331
189,0.04761936527000098,0.4082536693073578,0.06092379078134659,0.6467668281325968,0.596770024333051,-0.18497331119175475
190,0.009966832447275677,0.635776075279245,0.09909569579106767,0.4320556840340898,0.7989768983559191,-0.3813681881114146
191,0.028048830455836057,0.6397939753877274,0.024837897698198982,0.8248955863614806,0.29183426414135394,-0.8743119805800568
192,0.029316831677764967,0.03800996747282939,0.039129768330290186,0.5226920326538491,0.1929431402998862,-0.32834584690484403
193,0.04659823741968029,0.8234970659402041,0.05996555139143439,0.5412090622317964,0.2580844140281442,0.7252711287233851
194,0.02740347979617653,0.1542955629796419,0.04827017109101609,0.544007007769827,0.43230399408373243,-0.36857176672126113
195,0.03798627853173543,0.12102861810443304,0.06994137889236557,0.7840714540554132,0.6593877790115064,0.5069595953626407
196,0.036127620237624856,0.18837429719021428,0.01056328394833171,0.5800278423411613,0.8568265118012951,0.5200248388786346
197,0.00016516612144483217,0.39053415231030997,0.04047371414364374,0.9765365793270828,0.13461000850784116,0.4902436189467285
198,0.04634639099690663,0.3479760984042273,0.09185331930412564,0.7420802925039898,0.7490760984230674,-0.14518272929726495
199,0.0009901900897647878,0.7020616498006605,0.04634776199440029,0.7291970534132244,0.3485215125544901,0.34366716598488933
200,0.040180073210013045,0.49128990450568105,0.07032979072456694,0.4402717205055098,0.030461292188053296,-0.6371135274712368
201,0.025193912983614522,0.977392000567225,0.05181853896318304,0.5120279904347069,0.9189847544451304,-0.7805489590133605
202,0.036239217649205124,0.5545218770026751,0.021911937050018482,0.5578241235673795,0.20482699832789986,0.16727960625515093
203,0.006237648194339134,0.5681871038413525,0.00737634014292948,0.4496592848141885,0.7828776739217307,-0.6755093737668737
204,0.009725607788139419,0.45884594989722166,0.03984758842590857,0.5632805862505176,0.37065109017954023,-0.17405417030385473
205,0.010412472892026514,0.4715573893834461,0.06958787345838505,0.8527007209967719,0.36157145922181155,-0.707616801026921
206,0.0006620658159799371,0.33604127138351636,0.0710436137850165,0.9871165436074796,0.4295212046318209,-0.5189310632354027
207,0.01958342061541268,0.9670812726875141,0.06061534648080983,0.927219785156224,0.24721011193515327,0.3360157311256675
208,0.029126089864855265,0.10969334152617528,0.0930031250827308,0.6621317423929726,0.9290203613947257,0.43254769004918714
209,0.0020546286208629632,0.4192330726902196,0.028918800918121754,0.43444374083496495,0.9582114166290666,-0.5274835009204335
210,0.035664734991061195,0.6786019094896473,0.09411323400865386,0.5527400914892207,0.3190683570955823,-0.5611017826201123
211,0.03872385762043193,0.18378268693489241,0.08926345986474005,0.832480906386899,0.7897989851570373,0.780650621791894
212,0.005446447331093235,0.044138250264225076,0.05948064157719708,0.4476369075704893,0.23268361993444542,0.8140360365459018
213,0.024264949200624587,0.9083484735127829,0.0868968662993338,0.5085015365160672,0.1741091986216074,0.4041215370538882
214,0.03168140195363294,0.8066207228182782,0.021086159211985443,0.752961306557666,0.5336204399028063,0.9504550347214502
215,0.047965099141864066,0.26646312285942747,0.05589552802714366,0.7214858190164666,0.12203277999755728,0.9543058951458638
216,0.023574372195701243,0.03501603149322457,0.0705308908833455,0.5908898485396632,0.46473918366561484,-0.23285434948907058
217,0.016459091913742133,0.023225546837779304,0.063212422574452,0.8490513830673146,0.4893357376632216,-0.6588749851572921
218,0.004259403137803146,0.6657251995094416,0.02638780339907877,0.6954100688977525,0.30315028710892544,-0.4103938172433692
219,0.04161236484787448,0.8153550538473247,0.04920326598855632,0.6498202140753632,0.9503690149056705,0.02146092531090371
220,0.027840349347389794,0.05125967975142621,0.09094781437707769,0.8313529812563479,0.5858927909210221,0.5133586171015698
221,0.0033747411501894873,0.8775824583576894,0.0716168999954097,0.6119801725522528,0.71626463079092,-0.21975562289589146
222,0.023468421419248098,0.5060650724276583,0.046909922598515334,0.7317348205710167,0.6701148162092789,-0.1910492844188484
223,0.0033575159302141958,0.6972583053899596,0.07147350494118254,0.6154870326086921,0.050814613154488916,-0.08704964554868422
224,0.010574406576015471,0.9798255857953944,0.05254057955517066,0.9966312991695194,0.4034480471691433,-0.9325501778089818
225,0.020686495651123262,0.4519974238753175,0.0887823835398378,0.7331532596282543,0.267837653376481,0.5588381872229709
226,0.017378293008111476,0.9992691900515205,0.006195939658582061,0.9359961042151544,0.6566174780354012,-0.4895779285192895
227,0.02870277810624047,0.08258751081388223,0.01597694153483722,0.5584931108350588,0.0870359473064141,-0.6289931963053912
228,0.04455994897409976,0.5883821431724862,0.06747501729568353,0.8125274913256343,0.3164445378489094,0.1467682038566016
229,0.03323293901473125,0.6425908313585968,0.0537373756295256,0.5174825532760535,0.6059877622540161,0.8053565930935038
230,0.0037813950460348572,0.7546136170761825,0.05846039621633327,0.7221146512265522,0.8211309571460627,-0.4228456528242439
231,0.042764035122853185,0.23765089426590452,0.08809896133537867,0.8441761978971631,0.45788516446472105,0.729292546859226
232,0.014592514435451757,0.7966961815769841,0.05424301730087733,0.7035913856886975,0.31145327640570336,0.32737938038586334
233,0.036706815611429404,0.5851862532921481,0.03442450435955676,0.8886158256924562,0.047653834967325545,0.7695641956819066
234,0.013533724628267081,0.539650729755571,0.04533432932270971,0.8609054096077576,0.19055132247661005,-0.8210585087125584
235,0.0447352010672987,0.8679620735246626,0.06535460869033984,0.8097132243919718,0.5553739936889652,0.008579598379543585
236,0.040379554224620196,0.07013110422962987,0.06403119444105175,0.5305286349748186,0.6000530145218705,-0.3622977758757393
237,0.03121687751012488,0.3109516252855243,0.03207987372755857,0.9031769393904061,0.009030348196785425,-0.5719240142842356
238,0.003263714020367095,0.29911821706625874,0.035797942595001374,0.9530574492496845,0.5050491487310115,0.4553509566964551
239,0.014782211597725718,0.08578563374845957,0.04424122578745912,0.46111535447583296,0.32111807702569933,0.5408757435785558
240,0.02910159405515363,0.5888105737232312,0.049498494591601154,0.8950252378504884,0.495657676022038,0.36260341212592095
241,0.040439635927302056,0.2888719027070077,0.09324958503193981,0.5343033606298075,0.872972994575387,0.9480770952411357
242,0.030658215256107568,0.20351699594175662,0.00700950502171084,0.5107005184316326,0.23843283906045817,-0.45832069192298563
243,0.010009660719572565,0.2835886622135603,0.05198083670335797,0.7402069879143562,0.6198640809078432,-0.33159681630160487
244,0.03928332749717219,0.0034679292157544788,0.03252715336137021,0.7343745717357761,0.5313346316090148,-0.001066206395437086
245,0.02968416218370433,0.7949003709750475,0.0881773141100083,0.545324219671252,0.5515654959991564,0.7713992226762609
246,0.042496770039560525,0.44537815243488393,0.058692770297742794,0.9910709217109689,0.13194644133322478,-0.22494537402669224
247,0.025879651862440563,0.4030637921157222,0.03109789118704978,0.9980861593056042,0.07964199436634853,-0.4334339880505148
