p_f,α_cp,κ_upper,μ1,ψ_E,ψ_P,ψ_Q,ω,ϵ
0.36915427044659993,0.7773187405499693,0.04020854355233966,0.03055509209878296,0.008369636816044648,0.049410814859484106,0.24594072591885316,0.5257347552253319,0.02402125681168993
0.1121914842149486,0.562085899406646,0.04925977420222115,0.37027553076503095,0.05008958372181857,0.3034243872683033,0.049187181400826514,0.32220815748824166,0.09679344683054952
0.5646873805060139,0.7994013102694473,0.04056129749665231,0.38337685751102757,0.06539095077264916,0.23935603566178157,0.10006609689363007,0.8114809635323893,0.041574751542726246
0.009044730590419344,0.6994225854768619,0.020732587343642132,0.39710678944972905,0.03491614307298121,0.22820504775713701,0.1696704878579065,0.27837742277452593,0.09032477187490957
0.7217532550094143,0.9462749751848856,0.04339834404542258,0.025005108719135385,0.04397071781389459,0.21226495156605876,0.0651489547689839,0.5723872576571859,0.04356313363660247
0.05711312527948243,0.6625641915402178,0.027814427452136126,0.26423114028905165,0.034638371779116585,0.41467292210089973,0.029954522020783626,0.26072552073853333,0.04291655980142022
0.9345071090644705,0.7369193705715935,0.03834303909540093,0.03862303624618283,0.09351762301806513,0.10590202128516332,0.2935224444094003,0.8138862258049054,0.03454870221081151
0.9511648343530775,0.759370229372836,0.006728878890628127,0.07137043624264792,0.04386347387502418,0.032039425973698715,0.4667953911500183,0.2583628313205138,0.008157960408864788
0.9401051823163179,0.6419724611991285,0.022213390733146016,0.09937051442810696,0.03647451267700262,0.32078355000740655,0.45892975226838706,0.932486846070852,0.0537172118579832
0.07998537725783299,0.44297939501250505,0.040593851186075926,0.37959910909239136,0.02150690058824591,0.42059181509896243,0.2319519099130482,0.9684586080068742,0.04558477898147306
0.2032831902867699,0.44808713976495856,0.009859037958347307,0.25093047507363786,0.0302408026325571,0.11416899097824988,0.30904484870747456,0.792931235511551,0.07127812167707392
0.756498323569022,0.6748614404549035,0.017934951849507913,0.2722518422812585,0.0670170516133268,0.4061309329579462,0.08132527573142252,0.9489982830949598,0.024721189062198994
0.7638462533731668,0.4874692870798747,0.0007922887180157306,0.11634011403466094,0.07434226802805306,0.05317971922936938,0.08949381205091562,0.5262601577975036,0.05856042582313248
0.9909324439681763,0.9806321193689854,0.016004454651248494,0.3211800156902639,0.07902233093103038,0.07563868337322507,0.22994570615159832,0.2685411098798887,0.08496942344208619
0.9831480760010622,0.5724587877718242,0.02726241881014055,0.11404779663252936,0.03007722363190343,0.0017835286485360694,0.3261986170773259,0.6187184584597154,0.0028853643413752784
0.2918150081870769,0.9730884457718761,0.02118772087347322,0.36423902000546493,0.04585683747616745,0.33648753032613077,0.45663389643971863,0.3709138226272641,0.036384087916928376
0.1233923980493307,0.9774130006103126,0.02821837225325066,0.3130944915243461,0.048649741396172945,0.22033076546157815,0.07981507840632167,0.801223879889384,0.08789482138790068
0.7477717641705472,0.638128303126034,0.0034110503791142848,0.17168256156671396,0.08965937618804731,0.4231621455561168,0.02672442521690759,0.9272709958418192,0.07022210878208898
0.467823656539213,0.8861507210873765,0.01104114406684322,0.2225283780795619,0.07761012238171605,0.3513926624141068,0.019902561696758456,0.8915513200471853,0.037747716141677115
0.4934902887270936,0.9078623996739459,0.01061165105652161,0.2975099757562354,0.06976546524084717,0.009200653711271257,0.4347136457567838,0.5323830505064313,0.04417497259394943
0.46750848608721646,0.974691676565335,0.04631203772603157,0.21593781419180114,0.07622661243711859,0.34328566879172306,0.2212018366359521,0.8362223903971101,0.037555304840614694
0.9437324505988544,0.686064100291681,0.028694888621547895,0.3208466477325839,0.08089861512366746,0.45555367553871096,0.009030745541211463,0.02293300164463066,0.009957130154545975
0.25755647639179013,0.6040577562741317,0.035336610024505444,0.280808331406901,0.020122500609607765,0.1870672848045238,0.3292813241384471,0.20470167698077996,0.0488266128953214
0.3449258225684536,0.8061737909723536,0.008780857299642451,0.294920016374169,0.024525572843152838,0.08133462603703885,0.4723263185436504,0.20371846958966666,0.006696721182488584
0.05427436667397938,0.9415861696221759,0.003565766226895004,0.3164217262124418,0.014037899628088097,0.26299890151783795,0.49610783756090604,0.2753619742611102,0.008927667074672031
0.5157353718246818,0.4095091037614771,0.003068696004274611,0.33123252114996793,0.017165338753949308,0.04146419930532597,0.042755749491608146,0.08643441739242076,0.04839288599479889
0.8510916991648156,0.5148769375031204,0.03888515518662286,0.39249476554494733,0.04676285391282226,0.11112905358413369,0.22054691085251418,0.18569093510467666,0.0017210440389296589
0.7786791062502165,0.7713704060771238,0.022880769459739048,0.3027300927355785,0.0871163027202556,0.07329101908763402,0.3406407340159863,0.41321903153132045,0.00382142235956663
0.7093162886937082,0.8014679532142994,0.030918060867493574,0.012259229015318554,0.02722057766266467,0.2006428674446317,0.46723695976527924,0.6625598585898588,0.06298911698572746
0.10489458815981864,0.6909638690720201,0.01786718235636532,0.00013654016202559587,0.04895951995097736,0.017839763851974017,0.4239028256969072,0.37745088345043043,0.0008833265999606473
0.017634191687011923,0.5680129141352642,0.03800564670247006,0.07664480024039462,0.05579199717203083,0.4489017535161868,0.2681405551418255,0.664610942425808,0.056737568980494604
0.09088093845106263,0.680856972799752,0.011459954695681018,0.27722093853975144,0.09152751752630219,0.056225033090120204,0.15019372988792576,0.14319950466926265,0.09647953988344365
0.0399525353865507,0.6905936292258359,0.03485771861180851,0.2917723892727051,0.017215386474595088,0.1534361605315924,0.48200413726614827,0.830913114684311,0.031189290548914013
0.02439581580516811,0.5161148357226295,0.010909085200341177,0.26557370750142095,0.09534650531060443,0.42839510107915546,0.041244165779570394,0.9345854228789665,0.04666747312465164
0.7156490731997943,0.9667565045007962,0.04943492006155193,0.10936381642478446,0.005494474949377552,0.11560656451642246,0.4236755268868485,0.9460785089260135,0.06416543179121957
0.2566266677125319,0.8206125508859647,0.0018647951580195476,0.2854241234756759,0.08419081162202513,0.0896099431895312,0.36881457308596083,0.4275875949276941,0.06648517934221986
0.3477169984240256,0.6891251663837716,0.04767421014272055,0.33267149622988507,0.033298149808215015,0.4759895340133581,0.24578427578303405,0.8231020401360186,0.03243241528991503
0.1518725262295808,0.5343681769181492,0.04320072579305215,0.34375017910683425,0.006950710451703679,0.40735867286737126,0.21255786484856687,0.14683656059504518,0.039910082579941726
0.24564375856344717,0.8832036952380585,0.002013458823802794,0.1149063534615764,0.0797829883794164,0.336100467539042,0.08642321365775318,0.348894067705686,0.029390503415985172
0.8311308498582646,0.5908723113765744,0.004447882577592733,0.18280009773454223,0.0411327538010283,0.18348121488171998,0.07677769605705359,0.8279316259405356,0.0006151862038311318
0.3163463180826918,0.9652252140955778,0.03938554111901837,0.17142151194807678,0.00437939791092592,0.1061734664090078,0.2944758122974775,0.3253318170698384,0.07824530799966235
0.6615280899228785,0.42703867040184484,0.011276341698465758,0.08803552762809469,0.08769336093035963,0.04334002775654023,0.1603025299944373,0.6986113694336115,0.07143178670071883
0.5017960840818438,0.8252607666598245,0.005594880629454019,0.07511808262879571,0.084223867140857,0.04297969816275885,0.4094224963744015,0.9569609003673213,0.07637339016186567
0.5154273940722451,0.828003828101753,0.02878313413910549,0.09121767904012645,0.0657786268971214,0.12089007397718884,0.33482110287241107,0.5841469359571331,0.06422697371792095
0.40598138079086965,0.6282626897022571,0.03687994939313092,0.39460604680512074,0.03256758258536289,0.10055129432801568,0.4546336697223187,0.3391157659233846,0.08276715534784129
0.07171615145455511,0.8615786915495081,0.03411742930406402,0.1773587405777598,0.07940915343030644,0.14826755379391732,0.3168837505021565,0.5690011046342548,0.08375307383878593
0.5480525301969807,0.6460923577210556,0.049604790294757964,0.3313988113427986,0.08516271993049562,0.46589959428022865,0.3450469711364872,0.5657700043660362,0.07839819935924765
0.5322985105100496,0.84109183889405,0.04958546032800703,0.13419736942961516,0.05400844183432551,0.2731679721538423,0.3122126029558201,0.631461896375187,0.011705192313433447
0.753458007348604,0.7752726099397472,0.007895975995410625,0.257569400767303,0.07034244746951233,0.33108946368936015,0.23606901754379137,0.6315854915968905,0.01717931552999085
0.2279885982681666,0.9921714929271416,0.016710958440825666,0.11354173517898623,0.06014047405755973,0.320153680764616,0.3058139170679157,0.47055049089603784,0.09374852570879302
0.3718918034307058,0.851383834882633,0.03310276981860612,0.26250778974099137,0.011554677889266929,0.23540716161715652,0.40689783110203637,0.508661710419021,0.050171901135954405
0.7611228842589427,0.9328845310424396,0.028107669444606766,0.16915766546445954,0.09889806107045214,0.018006159495243177,0.295463847458636,0.9621685913620914,0.05924576621966479
0.3803256755276227,0.5041169261071752,0.011762829622797923,0.09949755029058277,0.018546608659232855,0.16688253856257437,0.10340509357889083,0.9129957119324855,0.06528907350189776
0.6134139164175596,0.5387637062851426,0.026636179711809,0.22920273280813808,0.05511836153251638,0.21477487973359732,0.12131522767237099,0.21565150661594654,0.017047853156419646
0.8126945899817682,0.793194884195578,0.011949522221292655,0.0008722921708491552,0.07680876687312521,0.4193773798433926,0.015600334301049427,0.8292272463958074,0.007264563742793384
0.5246488472392777,0.7571005576621875,0.009453753906434563,0.27023662499221446,0.08746235936240049,0.1746473406853932,0.2436613681702292,0.49468836433665103,0.09093397153352596
0.19894561490732163,0.7242751392938911,0.02696898627198003,0.14956564030825412,0.05368270089053834,0.4500513526243002,0.1859320872816968,0.6730947920277522,0.0850628599442072
0.7557662241266674,0.6088803718481031,0.0013723708929149884,0.002694228771742336,0.09208565604017335,0.08826721178325904,0.17212156289675387,0.2709592219920235,0.07265790365034967
0.20189336145856132,0.8287461210391942,0.006628402590749965,0.15601238376585505,0.09173332737195548,0.3385977417750505,0.05629468696389665,0.621902050618971,0.0937011080724048
0.12037241799036852,0.48103091834178624,0.002116273459585932,0.15710858015299056,0.03515935682208533,0.27173070198417376,0.20518652528783565,0.9580124529279965,0.0035798870275511848
0.68829892490845,0.7155388782783971,0.0049491571787819676,0.04776887354592617,0.02736725084272176,0.11711496339360039,0.3067111478168636,0.7301411772820786,0.061956153176351364
0.48430296725821925,0.7346887976603116,0.04667761048081771,0.06398134683041107,0.002733752615265579,0.3902956375229235,0.19556228597078704,0.3667151292687423,0.07809448961716137
0.5957349352245322,0.8116002957162954,0.04245263142490187,0.2617908621913305,0.06614215616798688,0.0372324089097767,0.02697424790871852,0.5810469644290722,0.084044425247868
0.30691377637812717,0.8560816672539766,0.006335636162367241,0.015119047950162574,0.06874253158317024,0.17870544097948887,0.4817947206548366,0.9191258617775571,0.013673838793431845
0.3985287280314952,0.491812620320379,0.030632620259881806,0.30543547511501906,0.02224709222225889,0.2798451403220014,0.031219010789297286,0.6456196944777504,0.07048757263566162
0.2339020059700652,0.839168060149314,0.016147247728879637,0.17781733826738377,0.08707111872562959,0.4543674601127988,0.33001897440141037,0.8866664551388501,0.05555196987877525
0.1308102788622213,0.6231461315076617,0.036351118929921926,0.05178502644555219,0.038167427819147094,0.3714505606531028,0.27233187052154817,0.9804001150824285,0.009095853703961442
0.21365801042463728,0.9404552189080462,0.01985077452299977,0.21638264058411127,0.009261899398145902,0.16569993885617612,0.13994286382380497,0.07679864927840774,0.014638146714470453
0.45004528936903343,0.9498513971482397,0.0002566094483034048,0.382852723876773,0.012105545345507278,0.15253025755924712,0.32241253980013246,0.7388791200444355,0.049720833139249576
0.8377657008386863,0.6801981155663139,0.0026711580719501007,0.020052900196860374,0.0181997749176835,0.13856203754107355,0.4943637065053514,0.8196968361743419,0.035932727008567505
0.013422478705172419,0.9594638108741366,0.0070675274335177665,0.3639530243309588,0.028461377264500695,0.3240470684274781,0.47650786903894005,0.2566278055269882,0.02496384310835673
0.03544056938884543,0.9812737077432249,0.01731833547511588,0.106539067405724,0.09708733310660683,0.15602465075445895,0.1906829110344456,0.7604904904190101,0.06020219426542214
0.41558796248710056,0.7032637562271966,0.023790071699864284,0.2179256213796058,0.06165544955415461,0.07500366965767157,0.499653210654897,0.5140913965846633,0.04690288456152631
0.2727179942083807,0.8394953189325344,0.04558466990039413,0.009968368495659501,0.023543027189672466,0.13333310568000392,0.2559181881164961,0.5192661473763207,0.07095483043826344
0.6261775312916392,0.6332833755477567,0.027192136629048902,0.3716802647702109,0.03726700297023319,0.15323419683401918,0.23220703792429914,0.6000480792905506,0.01619718374667384
0.9806667134925304,0.616948716279862,0.012998035134249176,0.09641352355082172,0.0883285853417024,0.27645157466014036,0.08512959817482553,0.34813138662682597,0.02853814095718221
0.9081941415933181,0.771056874753552,0.03610247215671493,0.17622118208057147,0.02991928625048289,0.24444123780078833,0.3181778381085067,0.34694920623112535,0.07941947133414136
0.7240657135466514,0.8870436677134812,0.048023032774086476,0.376228358923978,0.08681241612173873,0.09243653451825999,0.13434998761543412,0.6334007283389835,0.015003814424143926
0.8935207528285658,0.8200748490173442,0.014318935903114087,0.3290132783763438,0.07871752921529876,0.49269167398216257,0.0278071713065163,0.43759664655885355,0.09972256234421317
0.2723792737208703,0.593658887033895,0.010615413617182328,0.08959164233007794,0.09928846197830422,0.16867440218800814,0.3814560455646728,0.6584241947306515,0.055203211549605224
0.8973163545832243,0.674444696144656,0.016549350611454045,0.13913726227475956,0.06719631498186171,0.4378406522468529,0.14130916419044995,0.4264062594777129,0.014335474655578799
0.3019260629291061,0.43726961904500605,0.04850275687919401,0.37882081473197043,0.01931860399967239,0.49902147424793847,0.11671649799415422,0.5022429013009698,0.022585407670902006
0.330531231776879,0.8175160245663742,0.018340834073345975,0.27214047432290783,0.04366743190937174,0.24766484640925424,0.46045485421849847,0.8317895291067001,0.06478262269005759
0.26384873748267107,0.5066544593007131,0.0015651074453711215,0.3931886139077867,0.063661879018978,0.3189141647012486,0.29035677124045955,0.9659059282510375,0.09118924834630864
0.25893754182170925,0.7625862254283904,0.025718124155547764,0.23336772678988227,0.052737561498119624,0.44251283894795823,0.4798413343361636,0.9108049354545819,0.002430820379104128
0.7047691372566984,0.49752886254937234,0.03313640507460719,0.29386697283668994,0.0465118407855555,0.12543480121555656,0.19281677259167063,0.8615132164053622,0.05406916396323343
0.6644779226678937,0.47657968721347277,0.03551260558772031,0.3655253897545179,0.022302639165857206,0.23660160114986556,0.03711467747595721,0.006554754937639264,0.032408275442925315
0.8254098096852577,0.6765031336348191,0.04871255113414685,0.3459006100241946,0.017399144201127908,0.11765161749787847,0.3295788683313657,0.15805994521915934,0.09865246877091047
0.5531805503956689,0.637783844332203,0.03540393575338093,0.09523661352525266,0.0021293405346758157,0.3409907521881049,0.4626341676952518,0.9808820024650664,0.02067468258111201
0.9556889714519474,0.7966672606047578,0.016960000123690908,0.29313302327463137,0.09831359904594755,0.27855635194415346,0.4664127104193939,0.5341965754053577,0.06365521777654849
0.25543671718599886,0.822466363207792,0.03750051184575959,0.06734632683534111,0.07414760627913544,0.14029077846532373,0.16708796119822397,0.7785469865346182,0.07575897591672068
0.9228446148192109,0.7637364159948634,0.0005726599001990096,0.20178056763717667,0.009491778092439437,0.4295165131019564,0.421555298187379,0.2816128582539415,0.08986618327289993
0.1987396642921398,0.9046181035979823,0.026045399342508282,0.054588841314207714,0.060801769447045496,0.17785500599340182,0.016899368804548152,0.5627221744973308,0.061150773129997366
0.9765876400085182,0.6340708785350644,0.032731105685914384,0.38893756424131154,0.049494279225906046,0.31074640367232675,0.3861352698010198,0.9932135338084663,0.03818892330423019
0.33765329671410194,0.6520122621811149,0.043879434102879256,0.39392104909086945,0.0009656214803113371,0.30509419622493494,0.17601137190212926,0.9562976050003337,0.0910899315120878
0.6306107375508375,0.7696452173924249,0.02448633801748358,0.0053938560883030695,0.07454369802559566,0.17319156146290596,0.4376511520710043,0.5684833284623256,0.05606475755189869
0.7854142954083141,0.5089165063950977,0.015158721071266736,0.18613376072839,0.04504187306075089,0.1053079061777772,0.21195765118390733,0.7939500676625914,0.005190390605336735
0.22902272909546584,0.5417414963312019,0.03794826951976794,0.15048601169194323,0.04207817833671062,0.19055860253919657,0.15988447083325066,0.6512664628370717,0.017538419958735948
0.907369866174347,0.7100176791662829,0.047629415756868354,0.06019266490398546,0.059647189185409046,0.3652647248361086,0.48464656931700956,0.09998986090424782,0.0504233197147467
0.40429002914745843,0.516826058960266,0.04515595792822144,0.38731949348512534,0.0294231832708986,0.40789080786327736,0.48422892630090586,0.3441414288161118,0.059376063604936705
0.41721773356984115,0.8880214495300853,0.040355988124740824,0.20495124389007416,0.046058636286789995,0.2790700162709438,0.14501831311890773,0.3304736804093354,0.03153360750334808
0.930849692023557,0.7145344027782863,0.002478324644359721,0.10274975453725228,0.035934585861348636,0.299305285860076,0.035683930908733584,0.17339828845062824,0.06888318595168895
0.7068739529882423,0.672995732923209,0.019078677701069916,0.24331306723951915,0.03446032104150421,0.3010928586232002,0.4156303753470547,0.5028070505775961,0.04700084875320093
0.8673083846497591,0.9324317878424798,0.023863514177765065,0.27546024999493834,0.09090395270342454,0.19992511307244612,0.29640462284392943,0.8375938348512674,0.03814833438743351
0.5066246155830507,0.5274698583244546,0.03817573807250305,0.27266104399463437,0.054213637744470355,0.26959685991210447,0.11696233483298853,0.8719790389642801,0.006120828969318262
0.9617793845789203,0.4630036860381252,0.03570805940123422,0.06768477548013106,0.05570253955113026,0.42809932529815375,0.018327760035737956,0.9589230306719955,0.07797107141510146
0.4380049050512441,0.693396232872838,0.031974868554945336,0.38972509784225906,0.04335830474670119,0.27079952834853394,0.09180419767423244,0.44664703215342244,0.021707549962737813
0.06521297134904618,0.4795023553385389,0.017215826468581687,0.2892405800138133,0.01078181956958189,0.05459875601172803,0.3844541671314106,0.9055523594849352,0.062239292967401175
0.5087076446254812,0.48133731620516507,0.005174147459416363,0.19800272865596086,0.08517676686248203,0.06387167691273495,0.14894138365602566,0.9003278856223531,0.06673995484871534
0.5335202302523729,0.7504693191807836,0.020477094886307234,0.1206151636217052,0.0533372899445702,0.28571183418808804,0.3372967690432207,0.42987720070207963,0.008309601511667989
0.22356515808834304,0.550101196959411,0.003919363650926904,0.1678855736849746,0.04141174238606476,0.09368759950718707,0.49571683399150135,0.9545200819023735,0.09334447288820369
0.544655677251148,0.5669560685419948,0.007377684809139443,0.19054096751018076,0.04724894449691133,0.16540274750168762,0.15741372785999022,0.016131198992651925,0.09295229145093939
0.6521591767551568,0.520789569088552,0.01433817417059869,0.2784222368266087,0.05438224380595579,0.22005815510852192,0.3503069235769659,0.9854444429963937,0.07700809313882903
0.13424143250090337,0.74392382421345,0.0311692934382191,0.06671117869543161,0.000891062510269504,0.2812555666793118,0.3720393087568254,0.9501064650298722,0.010460344147376973
0.685069114552677,0.9896393684032242,0.006985446016619008,0.3741485937874551,0.08821673153918598,0.08124490748438003,0.21613171908364193,0.3238364895839023,0.09079398796364833
0.5280365533924064,0.6193562644582404,0.03428249888679682,0.10424287704904225,0.005206908420635041,0.2114162163163955,0.37421403431126016,0.2513218741668489,0.08893791730997863
0.7878938788627643,0.45107559809519604,0.02041035873913325,0.2735054891441304,0.009212941345855125,0.17283087597445831,0.04195063087242224,0.7661709327688795,0.08917922006659583
0.5799035114882151,0.47974716784158056,0.03950755962775751,0.16193214419004354,0.0634444242084203,0.4324199862056255,0.3878680292261065,0.3537109918954632,0.007404565395367728
0.5162793146076124,0.7325241340903306,0.03866541775629617,0.15844734599797178,0.05940894645115102,0.4161165837176984,0.0675785428821806,0.1442888891262559,0.08260640166086612
0.7297535831649739,0.8839210958994569,0.04403973758954757,0.07925162067498918,0.09052449032448587,0.22361422489739305,0.48432023273654384,0.028067341982717556,0.06014258754055296
0.45460907016585256,0.6883226724037603,0.013163967408387956,0.2705697975011551,0.05623405747767321,0.12453477892818128,0.29727398938208505,0.3369819065558652,0.002870413067552244
0.7938297375214469,0.8255414168643489,0.03322897541517664,0.3070310583703648,0.03557505942653021,0.22138231288491703,0.18220711357895386,0.49781871624395724,0.08408026892772359
0.30466339900057227,0.8889422606694001,0.025076721982454725,0.3179320096514084,0.05858365096246965,0.2511734180513065,0.24477227830970855,0.6617129531860917,0.026144283133472664
0.08908389623756494,0.5595430303280997,0.021043884104408623,0.26582841825310427,0.04805722706138373,0.3301993789635025,0.037061622306605604,0.3384993849100147,0.04240706006222019
0.8028219227833294,0.9084103812384611,0.014190860332957725,0.025720930728104847,0.08782399998487977,0.36710835835370303,0.48767470195660534,0.7941653682470052,0.06712457519750162
0.6868103921993748,0.6327257962169137,0.014787378442996891,0.12675948165916665,0.0202502726819417,0.34610531469220973,0.30165998708914,0.06488372492591378,0.061448680344445075
0.8270667766189547,0.5567119892015086,0.018127063903317277,0.33192082073219625,0.05850045460152088,0.1387791554429039,0.4033555918687633,0.306338187765798,0.07611893557361443
0.5266859902751018,0.5758991077776848,0.017255496377005353,0.16158380211151777,0.08091868543954399,0.18154368336264748,0.40617585161241615,0.4748906719567617,0.03894780619165972
0.7027738453195784,0.7659520208742827,0.024985647367007115,0.33501645119738366,0.08054821263180949,0.06108336688638513,0.23160427630370925,0.6594470627783291,0.023502259854586954
0.2529762497900598,0.8004209881778832,0.00405675155860609,0.38558981384565033,0.07189194104621598,0.3945053147767202,0.21031706596012464,0.853465941618793,0.08923903105094647
0.46369613477381894,0.7229162307912957,0.01687421957991177,0.1299840617389815,0.03425829889154014,0.20724913517222274,0.326833175395627,0.22081265928909413,0.03441889753577458
0.5470305293315921,0.8078163052326082,0.045094678448808184,0.18317702239726164,0.09813934045690977,0.14574814996165272,0.2373272137034914,0.7183335353646285,0.010842777626577003
0.6349224870459464,0.541389246619382,0.04881897187798243,0.07540055709524557,0.06286344244876321,0.0015192913034963822,0.08017453696650109,0.35687457280092466,0.08435028227079253
0.6309947884441844,0.5222515449691951,0.008667883918214747,0.061149201818743,0.033500098398868854,0.11945412522566047,0.38033592753160494,0.44481234943284487,0.0002523504249657962
0.1924689851940136,0.8629358723167029,0.03221331557451259,0.18827323906532,0.07526743144384496,0.22259584760209805,0.23931914366118334,0.6272178749356466,0.039386604922113044
0.8457115156504625,0.4558757142386946,0.028007254607406596,0.021064764743611304,0.047131661489364256,0.14774421149474087,0.14026195833953897,0.5304935147230794,0.08522219543971987
0.8659864243571375,0.7338454995385915,0.042214896752274245,0.10837114199288118,0.06266391145474469,0.48792135612671106,0.2973909695525568,0.27147590409323497,0.06903511062587925
0.8134113749504801,0.7199973511997999,0.022851947168440585,0.003961648836265027,0.017081144105642973,0.18215326303242652,0.1475591446036655,0.8660946657900261,0.0410324778789394
0.5221827688394752,0.7986444760366602,0.009186871421163915,0.24412421000364912,0.025202264624211757,0.49798187002667277,0.45547408172037684,0.4230903396710672,0.06897031881533867
0.8091106036509762,0.9378776488915432,0.028720040902225477,0.2909349087470921,0.051526569391872605,0.09467261354078726,0.20805748641070546,0.1302115731836941,0.05399129188972784
0.9343712644503068,0.5726142091158413,0.017657720640536455,0.0910116928758462,0.06798049632952329,0.17955296270528107,0.37832758466610783,0.9112796183631272,0.08193552982295138
0.15430736851038393,0.9917231510458582,0.016057494218428545,0.15460130786786735,0.05397073155918303,0.42912838982619483,0.2955254486613002,0.35750017738609846,0.05316963781889483
