sim_nr,ψ_Q,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,ψ_P,p_f
12513,0.32070412060111747,0.021946288367446914,0.3770157559900469,0.03156510115383559,0.5814992562022001,0.07081309998610462,0.7552999610647113,0.026848818396474905,0.17434475099294172
12514,0.4917182201035319,0.08300035415586672,0.39314737441220027,0.048590154807402815,0.8258371208924087,0.06581773488861041,0.5718166056233056,0.40099919565680436,0.797172209200101
12515,0.05202882695699993,0.09037699973233077,0.35312558241737757,0.0008245951348981623,0.47711952966239024,0.021715996133943094,0.4989822522304258,0.29600941175086676,0.6884464136614727
12516,0.3980345699345536,0.009721731921174155,0.1723289282210221,0.0014966379003726006,0.3212316418498606,0.018018868535408437,0.9763979273023026,0.16015262183891577,0.6116299669351992
12517,0.3680806007830434,0.020916795348811645,0.11972724040837462,0.004477606441211264,0.2940432281870231,0.014185478417229953,0.48161162890136755,0.003961464505231709,0.7825161260594017
12518,0.38531126812341177,0.014114550922098066,0.14104791230347372,0.02324618548192777,0.7454881499016301,0.04902103999638467,0.5283036239293131,0.39626085548698586,0.9248636760380213
12519,0.23095230530583516,0.09365726887809131,0.3148016895114603,0.016353483462025926,0.277912872671226,0.08306702460331178,0.9054751876668659,0.07689525956593743,0.3219214754124258
12520,0.36909221367666284,0.005134795523124721,0.3358952231033941,0.04380546906015194,0.1317689177708799,0.054846498313247116,0.8878830974024441,0.03692020316802927,0.3877114649523985
12521,0.12917867334946756,0.022942584430791387,0.043549622545632216,0.037431475723858625,0.04863643550798108,0.0504123273567991,0.6371822520631344,0.34449893115687596,0.9712641016775959
12522,0.1605444567986421,0.08272940909224144,0.13471295976765077,0.011697638137512296,0.11728367864860467,0.006088611240470297,0.888458063892427,0.05191698051815773,0.8232084405769138
12523,0.09846258477558295,0.0465403818647572,0.2553987343130424,3.590863252990897e-5,0.6982874186801286,0.0002872584906668797,0.7431912425120399,0.49425423611547087,0.15475943309831158
12524,0.4714289682277695,0.06713497210103526,0.048465353948496624,0.004908368128611444,0.41104531022612417,0.046805478649950244,0.813961902437483,0.43152883002672177,0.9398952821453976
12525,0.11690074094564575,0.010408229107734474,0.026462592326029474,0.04463553656108792,0.7514410181262208,0.002120936920987905,0.6335747325861767,0.29104314094156614,0.924099063757603
12526,0.328323022957902,0.0730715973749356,0.1071062085429587,0.037337520221330585,0.39136624195868014,0.04377672199734525,0.8042609403323238,0.011421797013756094,0.46988930385977573
12527,0.3047165675278281,0.022134529652233174,0.11919389997920354,0.020686540368400883,0.9646942774484584,0.097899152524574,0.5572861977679646,0.32944665468565276,0.6277596521760672
12528,0.37391784107159853,0.023021631767547623,0.11874378060901732,0.02707190076724102,0.9152850708567998,0.04937563530463279,0.7610726206962741,0.4616187435409236,0.32731941262090886
12529,0.25349644653457754,0.07131535126331226,0.2114974316103898,0.0007762507830298924,0.45965664648030463,0.07248235783137989,0.4438633737287448,0.4488475538494848,0.9657994204233655
12530,0.033261172480055674,0.041340428368335874,0.3221972950331394,0.03719727911348299,0.024683719312474907,0.0016516520907350271,0.9949198971038882,0.13559663013248288,0.9420330475608267
12531,0.2810606892137172,0.09409436996405335,0.2866951974011058,0.01593109867520592,0.04238668551444195,0.0020150403062853517,0.6528475357436376,0.29298741712552945,0.690489429890042
12532,0.05268126355135688,0.036449517072235746,0.028125098005222705,0.04345479994479066,0.5830003011961447,0.01976455079835682,0.6424493319568634,0.04300159235250612,0.23958342527583668
12533,0.3540288005511001,0.07033654780681582,0.37653481035324954,0.0012081884436103477,0.9956179845066521,0.0872437963342218,0.8987523917815414,0.2579874621552855,0.9221773896319155
12534,0.3653967234781798,0.09762735738574964,0.08338784015807854,0.01446823519860986,0.1254905634301085,0.06670906315062272,0.8574814716010998,0.42496504177393063,0.05908381052965476
12535,0.11678899029687484,0.0848051401448327,0.03548411377334656,0.031209930647354913,0.8412606164584404,0.07046581414840791,0.6785085226528518,0.4383705353385081,0.7918961015757835
12536,0.21628768373905574,0.09279512033629299,0.0517784553116218,0.02623375321165496,0.7228583706903999,0.028872493976830713,0.9528553945168659,0.20313866550158183,0.9874229007409753
12537,0.39892290300807925,0.08000050809243264,0.06982688745242127,0.04893085565598485,0.09670114881968117,0.08054806567959577,0.6555899145153634,0.24671174410823438,0.5222721599200166
12538,0.20345256192354394,0.06833035254086219,0.2699516139055163,0.045216414918171334,0.7496584899408942,0.019464526500944927,0.7060482541230533,0.40622056982787674,0.19921504270259494
12539,0.1070930694767593,0.008679990821294904,0.10156679418873454,0.013030381369604533,0.46089563303339937,0.04024255519901355,0.7166428541328359,0.18790043976888232,0.9486137151757852
12540,0.005944292577439482,0.08263540269487135,0.032097084707946574,0.040496547456596844,0.049285699294211484,0.07836086494061895,0.5265621446982893,0.3136672129057333,0.9103613401231674
12541,0.43887367264853355,0.09681110533891857,0.337937932082785,0.027899124071142447,0.8890484866751022,0.09834883622858859,0.5333542136202837,0.4370934873296022,0.9566722701710149
12542,0.4811544708636586,0.09110926929699664,0.3591469284223586,0.04212436288593188,0.08141455629287436,0.09612633239320582,0.9401009981972629,0.16831998189492084,0.9822726419098823
12543,0.2545386324249352,0.03390815185352252,0.20915935149526305,0.007566032388744696,0.1274475535051017,0.04666283499425346,0.9379553651699891,0.39340429283114575,0.13368347453256044
12544,0.23683606600166313,0.06145553190171354,0.3327999454910197,0.03058472022847733,0.011862245256118115,0.08499962429421287,0.40262034681207415,0.32122380081014207,0.8045540002316863
12545,0.4059592916637038,0.06001656278365783,0.2018911002259753,0.04486364258577299,0.7233091895702977,0.06544248939430379,0.5932598174870394,0.4359436086130522,0.28065600729006546
12546,0.3756717116387956,0.06366064260586671,0.015466085104835148,0.009733925821604334,0.870592198243444,0.04758401588288502,0.9966867573097714,0.38155861723274564,0.6957549195178242
12547,0.016011912467322576,0.04203718327236481,0.2094716894956697,0.025987208131507053,0.5784601297453043,0.02554380692760316,0.8559080923110582,0.23899748773218393,0.0762785881547259
12548,0.06032511039164565,0.00510294404113344,0.3261919009647925,0.0013130050085482057,0.6230212061199552,0.06672628818161146,0.9223694607491096,0.012020878650519286,0.34560953292976443
12549,0.26175170714087337,0.027209410346921998,0.09620213238852465,0.049506552613575415,0.35502115793261985,0.057604516780957266,0.6141528320868108,0.013500465386525867,0.39071935709924943
12550,0.03662956530039243,0.006422349682267833,0.3002963528703575,0.020997288123334523,0.22219401008687195,0.03693672653750201,0.8572121035054107,0.3335234338878631,0.4203556073234643
12551,0.4319028179012053,0.07565104720266802,0.14694117623174952,0.02196113935312359,0.15528160071607464,0.06557375409187914,0.7130561212322835,0.4593603342060759,0.07941135668911904
12552,0.33236199229909114,0.03510051867372496,0.13795965272450636,0.020313154903957128,0.026747674338485457,0.004581111126327678,0.6872150118968844,0.25652610588387004,0.020609408925124844
12553,0.005424961001344348,0.0464491463633451,0.24186153596450818,0.02869897948491176,0.20889941433943504,0.010501296149630229,0.9758187065040659,0.38680910288657117,0.24523901893889538
12554,0.10872121971386553,0.09540120830172881,0.32987895560755365,0.04518215856150523,0.6682998506714865,0.05949687288136647,0.9191396799353528,0.137057061874869,0.3231487764084985
12555,0.06089386080761834,0.012184166597061875,0.3185790620425919,0.03671525853690861,0.9450143404049746,0.02085384505932073,0.8071412581553526,0.2226080320632154,0.8492692297022749
12556,0.4370216027030846,0.047201869912866935,0.05531962205963281,0.03982608038059798,0.6583697966676264,0.07996247880053015,0.6250283580361173,0.03127195501734315,0.14692702893758613
12557,0.3189076925284471,0.062008489483156896,0.16805216024838987,0.029105839794114404,0.3004535994556398,0.08243514471449809,0.8962158992905649,0.31733559654314264,0.16277260653767195
12558,0.32008754935655526,0.05914486051735695,0.24286816721145824,0.0319653732798632,0.2973170688788859,0.06799277949049658,0.5524262415692204,0.0800564468871849,0.6085055924101052
12559,0.09729798171269842,0.04805575058671383,0.24858768877056653,0.012426024531605483,0.8616914410463796,0.08103481742255236,0.659062355911554,0.11424495878314476,0.033072815763198676
12560,0.2827351253737107,0.003959001512283507,0.3579861209432007,0.025283397220794968,0.6559864911896498,0.06306297496249623,0.6816597179738049,0.02793601495236839,0.597245726425624
12561,0.365120772277174,0.07986847847980484,0.24560587526463712,0.02142119707832342,0.8451184418940922,0.032708382063335005,0.5357713318793469,0.251294236957785,0.5693877259804381
12562,0.3107040038107855,0.04858579188771097,0.19908085383568308,0.015609368066031158,0.8670891316949121,0.01179081705400796,0.6290615975401608,0.24713250283986646,0.4928495946399581
12563,0.062475493266337355,0.06617080937594984,0.05948980460360029,0.0009422248847029568,0.31098285059615155,0.07466441274481622,0.9645900242814284,0.18898422827903977,0.19232709310997825
12564,0.16021248760907436,0.015159879715612681,0.3969073569670936,0.037367793809219244,0.3280818924330073,0.051509326249764426,0.7278212543201504,0.34254293710150485,0.763140059011029
12565,0.3928952870056243,0.034136976730430084,0.21967068850398333,0.04449159196263566,0.03509262862956401,0.05362592060409358,0.7537165647627403,0.4006226868119994,0.901326890189065
12566,0.03052355451506544,0.011605044131431663,0.23738911958597977,0.035194182688832475,0.7381598357800074,0.037106343659162586,0.7777743122265077,0.34633771178486555,0.7967723270715228
12567,0.2574279344509324,0.02085781388875889,0.24397727695107255,0.035940121005843276,0.8205885729590436,0.011427599793628574,0.750969829289255,0.14431705174084028,0.28154729265773076
12568,0.24227865054437375,0.08240310758664761,0.17496466399904068,0.027146262113339523,0.4954605508939404,0.025508964402330567,0.4352015922117289,0.297970026180317,0.41115917648513894
12569,0.3083338918443797,0.010814330790349094,0.08665564280942145,0.022354261418807884,0.6570146360033619,0.07228945340282805,0.9547505833568166,0.2895121380206523,0.6348964057580216
12570,0.43522599483429303,0.05502536392483795,0.016252575588494148,0.01991500404623961,0.6048259603081936,0.06452990740789856,0.4160335100083439,0.39493856169943514,0.5903292517077855
12571,0.40445841903381424,0.09776049131669107,0.2980753314050575,0.010970336550158668,0.8484202678171924,0.031406568969318156,0.4854068182585382,0.008111371727313302,0.9510666614391101
12572,0.08850853428543352,0.018064148900376744,0.2234012810346968,0.037140948319719855,0.04648166288123235,0.08869218760917308,0.5084192069497059,0.2757052265407446,0.66512220652198
12573,0.4456298049543624,0.0718156631447178,0.26818158821324517,0.031407681291886085,0.14411739707673063,0.026617902739880774,0.8730714483170384,0.4432362360997598,0.8447626409231686
12574,0.20026601059974358,0.04901443211386855,0.2880366046704152,0.010032562583277144,0.23351959881410267,0.030090245604596746,0.6675914068997536,0.08202282612354017,0.8569357573869202
12575,0.0485958101786596,0.037078354968014475,0.24803437286036767,0.020937458384970208,0.1905001306889204,0.06486951127632785,0.44365363164213095,0.06110451125596552,0.6078226565438363
12576,0.09899351791499884,0.08424061429960505,0.1008348530496529,0.01745240580426573,0.6986464745225509,0.05625784694728885,0.45914027662851514,0.40206715614297933,0.44936522038940613
12577,0.32181837912645195,0.00012019929429445867,0.00697839780459541,0.02024766473241171,0.637955428138632,0.023608831713046025,0.6070013741987775,0.44292290541058393,0.6740741814146696
12578,0.11332306740161589,0.06241250597309528,0.1966176732886442,0.023891529053987157,0.08546363232564304,0.06994035788386271,0.5783836643420821,0.10570605110555728,0.6830327846126246
12579,0.29711531438270583,0.06516680199138858,0.13200422287173683,0.04666863500600669,0.10620343020761741,0.006023647908026257,0.5223450642227496,0.3746465246629582,0.9577024526622153
12580,0.014545170748728247,0.058702091835356886,0.12796330393476038,0.0021417370133994243,0.7590581438716212,0.06940082820554994,0.8288009604200955,0.08687156714941541,0.26555766007954873
12581,0.11285320231367191,0.030504047873836888,0.13979524938493454,0.036179823706764286,0.20379919381046252,0.07713534459174491,0.8150847430552148,0.016158501379403226,0.8766229239042875
12582,0.4178727218963868,0.0883124381466304,0.20609987375472769,0.036876306527625115,0.6769094022645005,0.01381513966571703,0.730353674496526,0.4923600935096157,0.11634563081874782
12583,0.33775969161729325,0.09388514574932866,0.1655377450454867,0.045866236864609784,0.6264589010378079,0.0766812780147969,0.4175202718428436,0.24478722102956185,0.6057098233998784
12584,0.2626297842595741,0.06526161298575978,0.3011372079417667,0.011430279450635829,0.07225961869002143,0.023404269812374617,0.7737030029187211,0.23291251171925434,0.0990706100810962
12585,0.20264822029881813,0.07366283027014085,0.21749639023946832,0.01791531505782366,0.012513222649277435,0.04784925974548158,0.9843524900729567,0.2366556127569419,0.6691727779702759
12586,0.11169412410163622,0.04005031886433088,0.33283531599038985,0.02561621034648742,0.5364068791420301,0.006665863157705157,0.46603156612459457,0.4569746867259899,0.22309332414045688
12587,0.24765486593754704,0.02549405452599615,0.1984914733376142,0.023692394168322875,0.2993981400004173,0.022167564779479784,0.6772475402222499,0.13955725362649773,0.39606008038941365
12588,0.41119368623724356,0.07675301786138747,0.2780403012361538,0.002734108651489264,0.5393763786639306,0.09105891155042542,0.6015914349727667,0.29642059439709995,0.5449012825397409
12589,0.01739484749909601,0.08146116303371281,0.2956627868704497,0.012291400299748758,0.39008270312663046,0.025313592471656456,0.8549480480989192,0.48793294949121435,0.9702975474060733
12590,0.2959323883104499,0.04615909916701403,0.1564282017708971,0.004683924148956725,0.6563144602778223,0.06585206457718444,0.46112038942969835,0.46061395457033877,0.1514811939404665
12591,0.2517387171684559,0.01856962171917572,0.03058821168725567,0.011746646324285692,0.02213510247250796,0.02521058091519341,0.9512904476942854,0.2550920869308931,0.0027077396806238887
12592,0.3050924964595435,0.04531828530520686,0.30635243485982677,0.028128786485937925,0.8999339983884794,0.015577123252905837,0.6191836461497555,0.033267224460949534,0.5962139531670969
12593,0.012267594475770121,0.053521511264215754,0.2966357467456933,0.02519039256715685,0.14037812981408296,0.09653398311166107,0.9787778982928517,0.47249447761819957,0.7265783794337359
12594,0.1561356994198936,0.057357790140308666,0.12916815551212557,0.04508257760373382,0.8292794859595563,0.07367305672745177,0.7794629807847824,0.42020647121852106,0.6329202531800474
12595,0.2804660638561249,0.04473828737617309,0.1971851420263204,0.0053004157364022406,0.8490581823015052,0.0458122068540229,0.8686597925476268,0.4079403716067223,0.563815040905088
12596,0.41182472531908304,0.05714155727765921,0.25928825542345046,0.03413244716086257,0.0015088522078647696,0.07293760629324171,0.9138833863118117,0.10915743587843744,0.8798534852917484
12597,0.17214965903684143,0.053820543184326934,0.06962111575201518,0.047728322234661114,0.8193503448190539,0.03732263862810067,0.8358163434887693,0.3206617531625092,0.47811377397310506
12598,0.2402549499049362,0.03966871178902876,0.38621142512054163,0.026843773976778673,0.2595960697595705,0.009700395396533439,0.7683806037363201,0.2274407463129605,0.43144521797105856
12599,0.25975257623184106,0.061827203820632184,0.17154971048758685,0.04054525731435338,0.45045755972319856,0.08982830981311367,0.41122018689643586,0.2762848366145208,0.955598508570483
12600,0.2419033994752696,0.09265977364162246,0.22143061927366797,0.046826061270420875,0.5459111142089909,0.06281439168920326,0.9551254839103285,0.1569780988515151,0.8880966674671056
12601,0.3734661498362833,0.031491665326124615,0.24201555952887485,0.021548635335711743,0.7997034509600344,0.044574411410059196,0.5163729308526156,0.09998798455345904,0.46576332257506264
12602,0.28957267737712356,0.019906231289625077,0.0845230155255817,0.048252774007272195,0.615637856000869,0.09010975340433325,0.7290219735202109,0.4289535471680033,0.1117987212346661
12603,0.42249477452075695,0.026078612898294676,0.3877624414232035,0.018285439178528286,0.642506026178596,0.021244470024776117,0.6270483088265263,0.15919396256617105,0.6915260415930244
12604,0.4817513186173527,0.011113259506833898,0.39247456322856983,0.034671489224612606,0.6071004216517505,0.08888351535522922,0.8869271834714503,0.049367935259195216,0.8690395023827631
12605,0.07169827071109608,0.005953100457351902,0.17361567301520733,0.03539369043118447,0.277330882266621,0.009421079243466426,0.9249702885314983,0.3501580760486342,0.4355358794032645
12606,0.0030487637881065456,0.0935252817519161,0.2810586476738957,0.021785715034573598,0.9802780107362175,0.014263645195742967,0.8275533463225058,0.4260366067143046,0.47906529608442205
12607,0.027782258383252868,0.0914426930833871,0.06555350728689828,0.03661935495573238,0.23234996241893777,0.03536849866389687,0.6855965809515655,0.2947489934080499,0.824984741045435
12608,0.19226753270411354,0.06570489192047672,0.11239752716946146,0.021167150499012934,0.082647486843166,0.09794492343243141,0.8598196385108063,0.11911554590507852,0.10126577065990774
12609,0.4535270153622325,0.032745351509201874,0.2770136073944193,0.04491570376847728,0.06437349511458026,0.08122288768597423,0.9823503439061536,0.2686634651173885,0.1269589307307795
12610,0.31189026421448296,0.008554544893875811,0.08360736843904003,0.0323178498086166,0.01795585789742534,0.0645947992347029,0.929010794714274,0.12481018267718175,0.5155943012755833
12611,0.08392964025551312,0.028891405074363802,0.2651467708305535,0.04045538384117459,0.971998416605179,0.0036527731505612464,0.7273087798654967,0.3117274593755794,0.6289144364033346
12612,0.4167470298740286,0.0857520990072425,0.39357010905548995,0.0006162750429965148,0.20806606148186488,0.0735927577188391,0.9956670788350271,0.3186790512563318,0.27415247960307254
12613,0.3154226593932161,0.02216756912620675,0.20353720096807246,0.036206799595511825,0.7946758062744419,0.0037857108717406574,0.5113804659234161,0.2933517039875966,0.9736620719936776
12614,0.13141574441588208,0.036945953897849236,0.10630442354658275,0.024925700502025947,0.09221947983312076,0.06571950953188965,0.6054806011627724,0.2207996351701408,0.10893448271544391
12615,0.2673175248448583,0.04947198425559155,0.23360872592376847,0.03881160985766117,0.3669345525623095,0.08020388585646367,0.44650190551904523,0.34596018646021337,0.29433571771154027
12616,0.25499497312072233,0.08206498067978424,0.01708490298511787,0.009061843497801808,0.585333568390662,0.0012042611125351477,0.656799401466489,0.24541736940675993,0.10561641897821157
12617,0.44270565326623884,0.06429943497384161,0.0932763088465487,0.006670098542881965,0.44331873897150864,0.02929671472851843,0.9347918040831721,0.0031067854800172884,0.7274334930101924
12618,0.1655297083105858,0.010755675186763588,0.16040321046186257,0.02877272437481935,0.4328491030059374,0.09378020296475591,0.5823347458215399,0.19062383444218944,0.1276510511606018
12619,0.28906918722280656,0.0010823565294964897,0.33753416686958304,0.006559823078020392,0.48433554256241623,0.044859151651435086,0.6913038929466055,0.47794941658685414,0.15750007516453898
12620,0.4171509185880065,0.04213435388977771,0.2879323255237446,0.047112809418624446,0.49478885312760357,0.08704887334399627,0.9344011291949966,0.12772061359758524,0.9306812552608057
12621,0.37740137957580616,0.07270703745629715,0.2285338782679284,0.010814544758965277,0.6717882605617861,0.08949943525586855,0.8194355122789514,0.44170753816926855,0.6449502198356161
12622,0.43433495475673145,0.0833075618571858,0.19107308196024275,0.034233264153062555,0.806633724450584,0.0029657528026642626,0.8661943204651559,0.3066154927681441,0.33228673739114334
12623,0.12122627255264262,0.03020702178162213,0.15804263659288728,0.014890352355039743,0.200764186846602,0.03609548586095473,0.8123498520182335,0.08956754857326059,0.23784237414177806
12624,0.21192473654364566,0.01423366412150853,0.06402034262339673,0.011658992777026374,0.13975422415934044,0.07158378240755582,0.8568304140280072,0.37549583380768436,0.2842337825100316
12625,0.18552176168410056,0.07960563125788406,0.31021957002914324,0.04129590424190857,0.4038686718915169,0.0741097977074353,0.9748417737731256,0.44102736977350043,0.5824178540424612
12626,0.2765696230519825,0.09285564871241025,0.3729903407021932,0.0319519135445934,0.00623186997619103,0.055014408159756494,0.6497292513406783,0.3420723896247557,0.36032917643203544
12627,0.011184439473440395,0.0877893212624889,0.08198718227801116,0.03827148371122453,0.37962323231466877,0.08166528576661883,0.4297300939030233,0.30421931044582384,0.21495137307597387
12628,0.22487739149744967,0.06793447956236319,0.3672013931414611,0.021270951832259036,0.4396203831528187,0.09781016875426154,0.5550446117205373,0.1428379684744833,0.16338785295162803
12629,0.08901234106130473,0.022407493793619376,0.38073916493859167,0.032017461058118944,0.7907097570552172,0.0847006659117798,0.9476991638910613,0.4401317762701542,0.5850830020093071
12630,0.4306681837747805,0.05521649018103045,0.02559820665552195,0.012267010691646556,0.3451444379882938,0.08848137355792551,0.5304018404544326,0.4205904082347509,0.14722617303049046
12631,0.2665781917756477,0.06941083659628544,0.16234134800939637,0.03300262776628454,0.8148356902718032,0.06387045556052391,0.6312500606245839,0.2570170266134536,0.4600583163092122
12632,0.19989649615905697,0.09945100268785453,0.1805625390338669,0.01554675410274696,0.46850884704602486,0.05078384549409792,0.8477787454204114,0.23067426073632877,0.7458790196978038
12633,0.18658134295520934,0.09045105975429946,0.18973017340891102,0.016704618522152305,0.8160334791555742,0.038198180331959965,0.5867389887132163,0.4715887925568234,0.17628383815958298
12634,0.22176784641672617,0.013079787668086502,0.15900865323413393,0.007404863930876026,0.6283985609312718,0.07851325880481368,0.9987311142293539,0.3549366925423937,0.25848746453444177
12635,0.4292160587064749,0.08378627456903254,0.12087105724552141,0.010852296597304986,0.92292933526104,0.02247103145319882,0.7630584376749268,0.4181030326220357,0.8502651424913223
12636,0.4626124674206459,0.028488088811753506,0.17437557532040723,0.03584666609670355,0.24236962011642785,0.04212275512626551,0.7943540890587445,0.31627450625361103,0.4927842345458311
12637,0.10622245221981418,0.03422984462297897,0.39654860761203503,0.0042893133201084835,0.5970644472053437,0.07404717160840052,0.8241195405512656,0.1796757534294445,0.7513128720691259
12638,0.2562505077431436,0.005305130099733278,0.11285807400785255,0.02839816778686337,0.16787912248848538,0.07655488012378397,0.8035061996678124,0.3250660407165666,0.10029183583685235
12639,0.4986015708853283,0.0391109909765696,0.05075908576469865,0.025804360776389614,0.5447309905122971,0.07049697749298177,0.5651061461953322,0.10018924739995393,0.6876212740157059
12640,0.29983211314786684,0.011212451774053682,0.395576685411047,0.042732081750887246,0.2859550422382669,0.022846031554263013,0.5555773890873548,0.15119972348477603,0.29844670490999076
12641,0.11415656362623831,0.05138122224958617,0.0022874003922560425,0.016046627536985707,0.27916695172685313,0.08028625908465431,0.5338440422128862,0.045142255668729106,0.8435355217116747
12642,0.4876961157459691,0.00542991650092407,0.036877299231800394,0.012633288475476807,0.6252819031606468,0.034342683381916254,0.40609106418240065,0.14344169325870001,0.36971750967918954
12643,0.2713580295558614,0.09403566950353404,0.3853483043012518,0.019680412667204345,0.9992500833798312,0.07025197972493925,0.6487885427612262,0.16741674209221313,0.552974235505097
12644,0.38516988437563676,0.0024399277787043347,0.23557662026230664,0.049953171746606614,0.44906076890301566,0.07142971393817606,0.8760196259580019,0.4033247602706179,0.221470932081587
12645,0.293513588578322,0.07667523002930489,0.032699067209431325,0.04542415162772542,0.38740999667935383,0.0714978747325839,0.7602234359684374,0.3969930000974599,0.16507165487024153
12646,0.016939783087417674,0.0134435693039897,0.345196106746678,0.029354598798389295,0.6411945923391723,0.05407747442940595,0.8978645802575405,0.16849262483717264,0.19402571423894455
12647,0.20441540548284085,0.07246676747006633,0.2614495384982562,0.0009007491285314822,0.7044803617942155,0.01714745561849844,0.41725423781980503,0.28968394662986163,0.2897149073167132
12648,0.30609621126640063,0.022580241418963216,0.34750460443570086,0.00737897821322539,0.1565882743489962,0.03927980283934514,0.7763229361610214,0.37862861667477615,0.43747264513676765
12649,0.4488398928545547,0.06110751586723682,0.24764952176805732,0.021498722141392704,0.22589528045961751,0.07606660392608995,0.47578077085847315,0.4190674010728116,0.3086523816780412
12650,0.15324644388012973,0.09547391740284861,0.2152326707309755,0.006828508387429651,0.3713743594445716,0.06218772420653258,0.5669937202879346,0.37989804144899364,0.7698914782059288
12651,0.3882685336357802,0.02574602803198084,0.32891459928760103,0.02555911044222156,0.42880290586505926,0.008793000137579303,0.8084852442582624,0.16490435120877914,0.3588094243545392
12652,0.03944160139162521,0.06101665893051647,0.06701511441867106,0.0397452442607638,0.6510795125518605,0.07638933418611614,0.7340822515487525,0.2524800668678031,0.5909068965616333
12653,0.11781561988556923,0.06381293758405719,0.3495162976992292,0.043940328486193524,0.9091089913081157,0.059925487749394206,0.7939399835175316,0.41133143012650264,0.7934214939833931
12654,0.14748660422356566,0.054748217568968284,0.005866678311936163,0.04375206375550457,0.9277983361880704,0.07689809491414318,0.5207673756962949,0.4476244412007698,0.0032727781132488296
12655,0.3968553734171634,0.05777156080771289,0.37685360521117856,0.010365064661905486,0.2404383773865917,0.06025630534264135,0.9641831905433208,0.13995913691462158,0.23425393039012438
12656,0.13685566822603412,0.05436654177487258,0.05959481359501448,0.011473302751680466,0.2986257631087155,0.02598238420913157,0.8405313871008825,0.30299316132512805,0.05167681120498035
12657,0.2931207626801737,0.029465919192651475,0.3845846679565369,0.028633023176400558,0.34022727305248757,0.04949408098569952,0.7755781641102264,0.05761803871977942,0.4263591114305266
12658,0.10532763055062101,0.05070984811403785,0.11789214714887769,0.03184842896521587,0.4274171777498846,0.06397941237184608,0.8933898057722474,0.12864926228376422,0.8701827025755617
12659,0.39878683100246304,0.019027293723786143,0.3717675246487389,0.03314473939949993,0.4876477140911458,0.06139968710638393,0.7914264619191207,0.11141914133116809,0.9792114388116974
12660,0.0025844001009460455,0.014910728989260616,0.2628168747193637,0.009582205123941047,0.695385695484384,0.07012707146591277,0.8507435515359254,0.332246844330888,0.9118936941408173
12661,0.2458032880423398,0.0893043474141646,0.09197846477906052,0.029827763990211198,0.8850589746978555,0.09079297213368362,0.9752401159734123,0.15511835531057927,0.303996027048442
12662,0.38089579366501203,0.05208554005060437,0.14776859510366433,0.0064566901525570835,0.3155889139303794,0.08576480935079903,0.6620557844354726,0.45261584402876953,0.13471580048137208
12663,0.1287390697454475,0.08157336799951198,0.22414926675134486,0.04954921645944226,0.8029756738258592,0.07766848564795992,0.43597650025538265,0.025538069968189026,0.41823167662622207
12664,0.429060163527885,0.07543484911944064,0.3188038232385894,0.029213457501824882,0.45166595415497585,0.05488397347736201,0.8468872757361372,0.2280759440987723,0.4751062305928087
12665,0.04944399589886025,0.0297197302260111,0.19164105302629514,0.0224727386510265,0.868634473679648,0.0018905755443109915,0.563769311242461,0.4229718277887697,0.7498962538783013
