sim_nr,μ1,ω,ϵ,p_f,λ,ψ_P,ψ_Q,κ_upper,prog,ψ_E,α_cp
5663,0.47347853003878565,0.39722449528371934,0.06274486750940707,0.7548159508670497,0.3252093980055341,0.17665703514113207,0.08760249899611673,0.00042103380161140217,-0.2636792466495339,0.11975970448098144,0.7834274326847284
5664,0.26544262236880606,0.9100790351780266,0.02753585676535973,0.18051859237468476,0.9900306603104303,0.20274300695244837,0.0959388058333238,0.009256358517031507,0.8978624972330229,0.19054095650884226,0.7878722455638092
5665,0.17807942299341867,0.4875713506974388,0.09954662496569194,0.24798247850625751,0.880877329579409,0.02045272547344628,0.013136482185787139,0.0012378548583740741,-0.6557693234996094,0.01642121418188598,0.6717593360384204
5666,0.09734510897338959,0.7341810646880295,0.022719094801227076,0.31318491569535734,0.9993666080915344,0.06345291729641124,0.03431382936244128,0.000864702814766291,0.30958447191423577,0.004621995652602802,0.6789391623152258
5667,0.08038963792819498,0.018309252775231547,0.0031062509673327253,0.3193626956500414,0.37756491747557913,0.21714629232287858,0.17679747753118805,0.005187321154826714,0.8345870185679725,0.24401238998741315,0.6083454064263647
5668,0.1199548813782378,0.1904003253426426,0.006117147928083862,0.5976380867664189,0.43929990599304836,0.02791287027168023,0.12264244685310478,0.005828373016142375,-0.8361911095736855,0.011245751557285884,0.6355964223579111
5669,0.38251845462213235,0.9398062874966575,0.030980237954750234,0.8138318742304139,0.7468800461336278,0.14737394528423084,0.011381225028496436,0.009901979754982648,-0.331424017449394,0.08976721308457997,0.5002149728916434
5670,0.19199233276784228,0.41410209870919623,0.09204136171755312,0.5152067991506479,0.9401926023686319,0.08250021955206996,0.1712496590411976,0.0030908867809578446,0.10663139177236447,0.17780278252232404,0.46968503228521946
5671,0.3922607251181266,0.3539023619559287,0.05369028678143454,0.4831263784512896,0.017583650328287813,0.19343006863922282,0.026328363951482543,0.006871063152150513,0.39671571958716423,0.03252729912027444,0.5599256038777431
5672,0.43037477787560685,0.6521424275762744,0.08242030398779164,0.7401025681286129,0.3344635682342013,0.11510735465636977,0.07406224122821892,0.003508866539577275,0.252391701071476,0.03745143719751419,0.8084512147942442
5673,0.043821349457026204,0.7762374102139613,0.09599576732203742,0.8245997361603996,0.33901886706508083,0.14649301057534003,0.0227170476342508,0.009587638069870851,-0.7180554247464048,0.22146301318140232,0.5943878087480102
5674,0.039204115874302316,0.6410591596990816,0.08914082606634784,0.9000559249196954,0.4285754177013181,0.17907890760604958,0.10217840070158356,0.0046409697171181565,0.5882935284834574,0.2155048966176542,0.9233127196704756
5675,0.3993342185852864,0.8188690852773144,0.00044455162630592363,0.20167495331858726,0.23585858507617802,0.0717505971632632,0.19275902249787094,0.0035310003347809194,-0.6344769157746631,0.18094272398153757,0.8518340565332173
5676,0.1711690430563105,0.3754836238985424,0.08701142198172976,0.3045250309196803,0.05846619629733564,0.09367009842644135,0.20194532390771341,0.009305526838759307,0.6153976206724285,0.12863195040714215,0.41170239928753316
5677,0.4310254289523987,0.5617200869407707,0.03211790254243632,0.06975889772635925,0.6562749669691929,0.08583962594766359,0.2438607533549276,0.005299957712378079,0.8919754513325913,0.18508896547158288,0.5435562161108073
5678,0.0947695799166027,0.9479790642793803,0.054236798816235825,0.45910110562517004,0.9101043426604596,0.18535176130647782,0.07885513838183368,6.101302467489784e-5,-0.3930700078588897,0.16613741810865637,0.824024100170107
5679,0.44199113470786894,0.6319180922064914,0.055156914307132744,0.633413962527777,0.537024647318819,0.24661633705998834,0.17053556973271577,0.004616754385206852,0.9181530707042775,0.15290286855846622,0.48769836121215915
5680,0.038723813600351945,0.4392954653041311,0.08302380542086475,0.7609657543890823,0.5693991857357782,0.17201225872522316,0.23173249060735845,0.00428329324922547,-0.5633822613265866,0.20837166542598828,0.5532896559516924
5681,0.26364935090150765,0.048209462138789225,0.024572781505278127,0.4932632078175025,0.5991518229804024,0.12278744374491768,0.16084358864272433,0.009664097548587108,-0.48685470534875763,0.2099050421360524,0.7473095917903947
5682,0.39699562886691664,0.5815748047690008,0.026638304253761097,0.6957843188263718,0.39614010193795873,0.2494741295131059,0.10719855535898477,0.0026305513780014046,0.11375039234203466,0.2023237462158536,0.8385156286606816
5683,0.2275415555751961,0.14323534723581105,0.04780781184895449,0.5985761997848362,0.06178584546311644,0.18484099157087888,0.23250118844814768,0.0016168287204345547,-0.7801280077616538,0.05533844489514754,0.7629377810557
5684,0.4260330976169431,0.729408992158196,0.038968589275673864,0.6569650707764654,0.36311407900839926,0.11742331732493591,0.23844125414243594,0.0015154055963395765,0.36061566297319625,0.2415071552221188,0.4918364954857555
5685,0.4660191627538228,0.7752673260447541,0.06788699035963713,0.5501814724636334,0.9483308405482953,0.12017157532831646,0.22036930813040453,0.0015739924459644093,-0.5479570920833805,0.2336490059534659,0.48306682428746817
5686,0.3044424904826914,0.05184714778515627,0.059141770899445445,0.9364118959343712,0.9322297397814405,0.24320024985593064,0.051738616042030054,0.009673866623199771,-0.2899100205233536,0.11948923657425985,0.8489800598626004
5687,0.34577593792291667,0.7552533399704079,0.09146993272533732,0.6585064155003383,0.9142655259408504,0.17102740854078802,0.21223436795830114,0.001994167012003289,0.5505270270721427,0.02812762333956002,0.5575160345410709
5688,0.28557399613948437,0.9105991706201346,0.07789573461923435,0.054526440224192126,0.8112143752202662,0.0033947671770895036,0.026827027485050274,0.0029237695497835586,-0.8145935445244508,0.2465017536115301,0.9507207440207164
5689,0.4607187212625742,0.7588711526567422,0.0698882718340491,0.26398710461336955,0.7605955630196503,0.010519736943040894,0.14865740913813277,0.002215893281225843,0.6839081378035001,0.03605160481613905,0.5948141686042067
5690,0.29491084633991227,0.9026297528196952,0.015088811162492456,0.1837934325614951,0.7414389095873041,0.17751036288994065,0.21353841624435604,0.00680465642437716,-0.3550367251883422,0.22624237284623916,0.5579941383693272
5691,0.23952695740679014,0.7019717222004392,0.023839285829105866,0.828989557907708,0.580701199313512,0.15715736745584,0.16625464036839133,0.00851997807744063,-0.34477200948666153,0.01803919985953178,0.8940636639595947
5692,0.3509170339943917,0.3399514659314297,0.007942185576804676,0.9611043571876126,0.22750191754640955,0.2250423182022374,0.029311834290709004,0.009349606170560652,-0.6887183753959514,0.19628312865017936,0.8977578564201794
5693,0.004235059838694999,0.056598797849124256,0.03857013298061274,0.24084240247956326,0.3829119245778583,0.08828736571846423,0.11120150017569966,0.004630008510914146,0.6357903844632409,0.2030927115521175,0.6287180717488245
5694,0.22011309252392208,0.7030827713680748,0.02235448893764254,0.21162430737492205,0.8569167797533109,0.07377732324600574,0.06318556899947918,0.0037082517252306053,0.36256560168388585,0.19487405232104188,0.7546011072308347
5695,0.43360289232450216,0.36471837579897537,0.09094023468037254,0.3669136193323819,0.9297150693095791,0.014062072645042835,0.10994959451398278,0.0032688814782879413,0.3088191328608134,0.08398985060409651,0.47781675120633527
5696,0.4627502505683276,0.19500327446255059,0.056409966995656514,0.5888649048619821,0.6433584614285458,0.2000683986506721,0.16823884750231127,0.006341663808132285,0.27448234198750643,0.060333829561417585,0.7776032643077624
5697,0.37973944558401723,0.2927389854271516,0.05430844470854357,0.47704560435705184,0.9006699051918859,0.16658869380744584,0.2487737755852786,0.009326553024857893,-0.4508759223401687,0.07390751983082819,0.8808685915040452
5698,0.12736513643072825,0.4801579561639022,0.023166478431072748,0.303675044803369,0.37393162788126455,0.057468282467247375,0.1484011706649005,0.0014014272983553877,-0.4383940711725851,0.022430326532067637,0.9002668599370643
5699,0.34312688715854023,0.24482640757421723,0.008708833590218039,0.5574177766420534,0.4131475264169925,0.12356518749464675,0.010462580664695714,0.008412156101869102,-0.3143782355034461,0.18918498752903518,0.6555563163158127
5700,0.455099634003843,0.4570493199478378,0.05787384152855565,0.6832329893921136,0.5976370849090094,0.17310711618907798,0.142661357862118,0.0068532610847720585,0.451544757429057,0.015884428467981028,0.5371978894293119
5701,0.05163040419533374,0.5448575426166175,0.06844233588895045,0.6753352399589413,0.9020992203354482,0.13523420310740691,0.19582964576557513,0.0032163075766703277,-0.031873552877907496,0.12651308467691286,0.7827099764132421
5702,0.08780699743365711,0.016792175193562978,0.07407077272196526,0.6649533763783013,0.5423486491812517,0.03816337311156357,0.23080851744485523,0.003589074805454208,0.6399189906482752,0.030688999224273084,0.6407189323290507
5703,0.18347080520760678,0.7722775560763762,0.03791253424345005,0.011034040045507289,0.3030244011066492,0.20988632970697377,0.014515382890018616,0.006947523093004593,0.359416478694079,0.07494890814372243,0.9969735317351386
5704,0.20857146493284942,0.8918506180657311,0.020302029498586713,0.7438792777447915,0.7910851229234875,0.06096919870320075,0.07848884592802538,0.0030665799186236926,-0.46656153811556456,0.14821335629279792,0.6937704705300878
5705,0.3097737217754531,0.5004864986897862,0.09316849877634216,0.8300999221284674,0.725384853977548,0.19640854161981963,0.13216234484381606,0.008230736414251072,0.9918980027725721,0.017651333928522996,0.4966247708877616
5706,0.40977839021573276,0.250832846851692,0.051088366433482205,0.9924229709278207,0.2737303281124172,0.0045183304653705885,0.2249094698699723,0.0016792120724619364,-0.13024936274810106,0.18945983307239286,0.5240327383690045
5707,0.46048855638347624,0.9411353063302865,0.0925443652541095,0.440615791998659,0.6924838628339772,0.110340767748982,0.03881060793450631,0.0044063911299780266,-0.9270161410305178,0.18752230854825938,0.7651364820237994
5708,0.16375657909850072,0.6330657243728165,0.031841385584149166,0.5000898943990778,0.8899397107988326,0.13067924960934807,0.12645938448894828,0.005109144469766388,0.801861780327005,0.04073353811197102,0.8208047100959379
5709,0.4320169028722057,0.3702531268732433,0.05388512747393646,0.9161005454769616,0.5949317725727477,0.17022326807917748,0.06182095865506684,0.0012543696749423364,-0.12002703924311398,0.18011478891851787,0.5952883298707357
5710,0.06331648052255288,0.5591179762041714,0.01952643509546007,0.0639627938834759,0.2551291173659759,0.2320680925320068,0.20659435999892126,0.0048028899621403035,-0.5948809151228986,0.15195683959531486,0.6100118718654964
5711,0.38791664609985793,0.38463402136761865,0.046412623525628666,0.8131445611593505,0.3894705123572983,0.11014501095700326,0.1491654914599796,0.002664227509846107,0.9882915510917583,0.15319451083952124,0.49726152201138607
5712,0.34127279998813786,0.14096307400706728,0.017480792865566325,0.3405220648121915,0.20858695835952812,0.20927886537318077,0.1906595803336694,0.008011103464667935,-0.8644731767655723,0.005918938085196247,0.6189762990940344
5713,0.16891673649163808,0.4523374430286198,0.047090902711944604,0.7628011923712129,0.9617300874541388,0.1549963926596113,0.1399681069940929,0.003227277964738678,-0.3282827892437403,0.1307830235510174,0.4046736046433213
5714,0.4262097224682864,0.4911422309202006,0.03160483215170673,0.9375440067004479,0.7132150717470834,0.17707301108835397,0.19615008230532818,0.002069326961842499,-0.9595777434412041,0.08381441007700059,0.5794489922700381
5715,0.34105680174204567,0.9605600747677013,0.04613626700232831,0.31461099081491584,0.608024240690056,0.06714139094813236,0.07068021101512874,0.0006442864028628743,0.747086817692781,0.09837741766211643,0.8917649151619615
5716,0.06255428738705207,0.012425235418277005,0.002654017583522982,0.42054846163453663,0.8380261462984273,0.01386459378590509,0.0637520397592121,0.004092291018703718,-0.6191854445896869,0.04255685469927243,0.7124506957451192
5717,0.1243438307174211,0.18284355808201758,0.007577571444248996,0.5711451288265971,0.08721025159045974,0.07957245757966246,0.17605254196191011,0.003009780646537037,0.25602182455566447,0.010863206817212978,0.6851823663449781
5718,0.31736545676345634,0.46676526742986907,0.05234817412354832,0.628079029989734,0.8035156317055392,0.12369599084704332,0.17815543819889362,0.0019502011567774386,-0.6463770994337257,0.13361906794700765,0.44851559525878815
5719,0.0046803723599911345,0.5144570830200911,0.0771710340761589,0.1402636201512043,0.6424862135676973,0.07293374709045698,0.2436187447009921,0.0033897783467314938,-0.9838716448734238,0.19349531323240352,0.9598302835465953
5720,0.4113985613853055,0.0651734184557665,0.0037350018235440575,0.21458262712167323,0.5524827846357672,0.04186728440342993,0.2279178863880081,0.0055440885893824855,-0.08203130434385686,0.2492412582813802,0.644372209853598
5721,0.08527695069431679,0.7839355132814873,0.0488957056785697,0.4062571376637297,0.2577226680368789,0.10413602995449106,0.030254880649118434,0.008264829374745273,0.15388314450109664,0.1323493893822056,0.4570215726225048
5722,0.2877740530010351,0.6723152698637053,0.09413125854822638,0.12812791189038483,0.725760802661349,0.24354324785391596,0.14360477313786676,0.006189792928409423,-0.14563835371665823,0.12449214776733579,0.4961291280389852
5723,0.24743991349260291,0.9387489407490528,0.036504137179652445,0.0886697613765715,0.798305797109316,0.16156239020277088,0.08972404628902642,0.00047860134521301556,-0.7076867575399618,0.11832611845486918,0.5830687578562843
5724,0.3264988443793276,0.3408596392760173,0.04234957021833803,0.8940463241230984,0.7500531728382787,0.1461417803509818,0.242760526957429,0.005902244568513483,0.20606299022763652,0.20485928828225983,0.8865324743622156
5725,0.011009355604814102,0.6229940755678227,0.030755641852855675,0.9605605495877715,0.0996903915609551,0.09843047075953425,0.19663263164869882,0.005314200772921358,0.8442808894398768,0.2291742510427938,0.47650117696861605
5726,0.1096110769049311,0.6373191324416586,0.0634994560765074,0.5511893677679317,0.4042312421731817,0.002851520393458009,0.060859431402551845,0.001888536072660241,-0.05084057420043531,0.11377743631071585,0.8556024070711081
5727,0.3287668624575252,0.4463449258920594,0.034037653441727454,0.6183497855447216,0.866692086203049,0.24241604324178098,0.005244355054425159,0.001150994357178197,0.9824698287266478,0.24581979896099046,0.8194075497035953
5728,0.3780397934426842,0.34623542669005486,0.08256069849689412,0.20359053483902617,0.19483878844552582,0.24788709418919366,0.05267368970685034,0.0041091885202398995,0.030296339443602216,0.20951986359292687,0.455859433399819
5729,0.028675822757067402,0.906036194113761,0.07010672766374607,0.7137724070414219,0.6490456901443417,0.03553558089368099,0.05884337513834301,0.007714250331050404,0.09610794438151493,0.19711530680288888,0.5443969697934118
5730,0.02612100121297719,0.9820618516639346,0.02345014368778518,0.9217762984612482,0.9470443033696005,0.2379885336321339,0.11047885459517112,0.0013460879067155951,0.8324226349602721,0.03276158216424528,0.622315353347116
5731,0.2297402573832757,0.5293277360739629,0.05783587996144183,0.7185822541953689,0.8466827500169353,0.19254073135428643,0.06766205881171028,0.0031628306170593708,-0.16420777774583573,0.0860052012164766,0.8607274936243544
5732,0.3277148275737936,0.9901406270988686,0.011836773368254618,0.4455033017547899,0.8620026364356529,0.0653983768029894,0.10619616872052132,0.008386793617244847,0.2211182474129616,0.07868021575244041,0.6110466372179558
5733,0.027392771453228635,0.4908422996996227,0.07425463110066578,0.18282004606916671,0.06821408733463254,0.04259006973040738,0.16726721891493143,0.006820543658432097,-0.6870324972411431,0.11060521038513262,0.6634963937225331
5734,0.3273465218707786,0.18877213150031646,0.08472206924841835,0.1032251621741932,0.31605453042244536,0.0036006037576013627,0.06689029744767268,0.009784259425360512,0.9206352008448395,0.24214699360017403,0.9729728903381334
5735,0.09618760170350629,0.8635901641827761,0.04500158532214941,0.6643807747760841,0.7697663016681922,0.1499139869328337,0.11485559151814984,0.0004032399700036549,-0.014079154063683763,0.17588951576397366,0.9531537359437071
5736,0.024558621547022826,0.310636672583905,0.01260486026133704,0.5522498672143469,0.6726730418683378,0.03755144366732591,0.16963793277877573,0.008454268224079914,-0.9892213209229292,0.15886010155375516,0.45455342482496813
5737,0.1461420074949412,0.15268413786663548,0.032725806277138295,0.05998674149710331,0.6152292049569055,0.09544525644590736,0.13745982358860248,0.009620580739927258,-0.25388784604094483,0.20589449835232146,0.5452146523973068
5738,0.36361982264752246,0.17533508427681813,0.07879899915402165,0.03637856180770882,0.9944840116802542,0.1529587598545769,0.1508908021166328,0.0012464871545357986,0.8092586111118802,0.16557635744359073,0.7020751395546627
5739,0.0852944410952795,0.36015834799139723,0.07017366096987751,0.19457400366870942,0.11395074453647695,0.004135343093874415,0.22122415225856076,0.007155955884766808,0.2639193317591737,0.154288853782415,0.5425516201796905
5740,0.3998906293894328,0.2192400735122266,0.09735843439708103,0.4676838028157167,0.22916327480109386,0.03269604043558109,0.15846907997183307,0.00046391481562883276,0.8562479921759258,0.08593983374814423,0.8655613554587651
5741,0.43008695535540964,0.8669581716697445,0.03582961061476447,0.8686640078122231,0.40501342334337076,0.13440557098124167,0.15534399309212454,0.002966038657281989,-0.2836403294016483,0.15344834047886435,0.7364018407388115
5742,0.18924641911198345,0.5940936304127935,0.08268864017778396,0.33171484979627275,0.4065827069280347,0.1670384023348922,0.14485878272230204,0.008838473983875397,-0.19991049989221488,0.10146598474465171,0.6205560297409022
5743,0.10676699273785303,0.32176044298753914,0.004122783809830339,0.6201746457768881,0.9494101509378112,0.010197446029989326,0.07122800093977594,0.004197253537742125,-0.24872439452551776,0.004510207205707139,0.4467595992582055
5744,0.027807764635311105,0.28846229014381874,0.008905443712517178,0.13870727246839504,0.5739593849301095,0.12184962211000205,0.22992849965704112,0.003969792615250647,-0.9795929340469727,0.10558006162950136,0.855250833807782
5745,0.24399434069637377,0.4112033697488463,0.02474232987422202,0.579611622073116,0.13529255716338964,0.06253156706231261,0.05592316416868607,0.008189491363836326,0.5478176560967281,0.005014279049512344,0.43755535081753166
5746,0.3291684439800075,0.11239940297660093,0.018994805155599728,0.8908341033260249,0.2807039488792803,0.20397567924517554,0.14461731671044437,0.0009606513647288953,-0.15761994761657927,0.14714649256545814,0.5054745188555019
5747,0.22483291238392245,0.3844550009946699,0.06057952084047879,0.4074260068419584,0.0049608230390830775,0.17769860517643685,0.013564602500320152,0.004329483073064743,-0.038426853222430446,0.16392634340689835,0.6054284802122692
5748,0.4326632283021746,0.0340067305337324,0.0978427915502652,0.9548584564972289,0.731601300682237,0.2078041257436998,0.04912759186490964,0.008966812442970496,0.0843042204601756,0.20637093748547297,0.4583872129373073
5749,0.21051817871258022,0.42796494061165585,0.06970027440935264,0.8757983395176874,0.49466650919999416,0.15921574585538453,0.14382046074753477,0.0017420371110977173,0.010270837237723374,0.12475381391104472,0.8228810203320298
5750,0.0005209062653114641,0.3751201860163314,0.05681095494108795,0.12156214131486556,0.5518372209223051,0.21484507554148585,0.044533574828092615,0.007310071604865649,0.5087692551999454,0.1749489238369909,0.4291603622112764
5751,0.19324083812035633,0.7628106180397719,0.005479549467947967,0.10450819919674315,0.12863666133135618,0.15422091058821913,0.1246190240320328,4.0720032479322186e-5,0.6555022397823351,0.19262684865085428,0.6249633430994702
5752,0.219093707576607,0.27541731316597307,0.02135911347164074,0.7112553785015817,0.252937595888478,0.23671965122867725,0.07721175955559896,0.004989768482792274,0.0232313916789586,0.1193868280898548,0.42834352643460727
5753,0.2121133513610547,0.791366430496814,0.012084864772233882,0.34948432407402286,0.582967440787371,0.013426803948382046,0.016337307263173232,0.002693359387259742,-0.9628454542209164,0.09373477799942725,0.9557271305981238
5754,0.18565226014721228,0.5851739765991271,0.003461238059884393,0.4153249541209667,0.6862957915083728,0.10918143708329815,0.2139928987331264,0.008559846053648039,0.5799443586108257,0.17120218328546022,0.6209182026203486
5755,0.3017933438479682,0.19993926756470118,0.059409436928019324,0.44350477530483007,0.0930077234201911,0.12263882291988625,0.034770053838016034,0.009108425687424046,0.002546499162546123,0.07662900801633869,0.7812307453521901
5756,0.09881937390698704,0.8753245307867744,0.05189845078953376,0.03569574971404283,0.0727993000904051,0.1966016782629081,0.03983139612455806,7.520841381700604e-5,-0.2731197924880918,0.201894121033258,0.7215117163398184
5757,0.28630672107780625,0.2593462024405656,0.0719719568593822,0.04662052043995129,0.4327731608244834,0.2282858843044932,0.02647588903015775,0.0013529564788508374,0.3921225688981129,0.18841392153452813,0.7298418177619472
5758,0.05208283575962189,0.11331680955137591,0.050195272740610974,0.37555846884054395,0.805468952859195,0.09313667962466868,0.12084584600387048,0.003480832388819344,-0.6803687049034233,0.1443255902902431,0.5089598892063889
5759,0.0479896578222532,0.543526195452245,0.037967580136805595,0.35795487304435264,0.8991232385554713,0.2405755171570433,0.23190564628085447,0.0005193788902657233,0.4458401731376831,0.14791166098177652,0.7760715629626842
5760,0.43333412933083604,0.6192634786526675,0.09221590377689133,0.8074212626872925,0.7822621520177924,0.09023299528042343,0.11734887941181042,0.006983637161704739,0.799955392553551,0.061446431109140796,0.5524032229663081
5761,0.4755490639544309,0.03523267922674587,0.030040689614898544,0.8153605681968239,0.11572462543604017,0.14297483933500782,0.16126033545280838,0.00977621464307158,-0.5047773480372897,0.24804712944412283,0.9501690001463013
5762,0.48437423859597456,0.12256535859996263,0.08182440572998256,0.3371606075653243,0.5351565749591922,0.19381678773291694,0.08552169407974279,0.001563168361555655,0.9127282988062613,0.215104136115973,0.46833538329658575
5763,0.0012832705443452039,0.9014338092110421,0.030286644757023074,0.6991163758039742,0.206926199658128,0.2193556045944243,0.022288474039708028,0.00919279112558615,-0.04598489920421778,0.18040145792556125,0.6637803535674641
